Timestamp,Voltage,Time
12:21:02.560,4.38,2.56
12:21:02.634,4.38,2.634
12:21:02.668,4.38,2.668
12:21:02.704,4.37,2.704
12:21:02.775,4.37,2.775
12:21:02.811,4.36,2.811
12:21:02.880,4.36,2.88
12:21:02.918,4.36,2.918
12:21:02.985,4.35,2.985
12:21:03.022,4.35,3.022
12:21:03.057,4.35,3.057
12:21:03.124,4.36,3.124
12:21:03.158,4.36,3.158
12:21:03.227,4.36,3.227
12:21:03.264,4.37,3.264
12:21:03.338,4.37,3.338
12:21:03.372,4.38,3.372
12:21:03.410,4.38,3.41
12:21:03.478,4.39,3.478
12:21:03.512,4.39,3.512
12:21:03.581,4.4,3.581
12:21:03.619,4.41,3.619
12:21:03.686,4.4,3.686
12:21:03.724,4.41,3.724
12:21:03.758,4.41,3.758
12:21:03.829,4.41,3.829
12:21:03.863,4.4,3.863
12:21:03.939,4.4,3.939
12:21:03.975,4.4,3.975
12:21:04.008,4.4,4.008
12:21:04.080,4.4,4.08
12:21:04.118,4.39,4.118
12:21:04.186,4.39,4.186
12:21:04.224,4.39,4.224
12:21:04.263,4.38,4.263
12:21:04.334,4.38,4.334
12:21:04.370,4.38,4.37
12:21:04.440,4.38,4.44
12:21:04.475,4.38,4.475
12:21:04.510,4.37,4.51
12:21:04.578,4.37,4.578
12:21:04.611,4.37,4.611
12:21:04.680,4.37,4.68
12:21:04.713,4.36,4.713
12:21:04.785,4.37,4.785
12:21:04.823,4.38,4.823
12:21:04.857,4.38,4.857
12:21:04.924,4.38,4.924
12:21:04.957,4.39,4.957
12:21:05.024,4.39,5.024
12:21:05.061,4.4,5.061
12:21:05.132,4.4,5.132
12:21:05.170,4.4,5.17
12:21:05.208,4.4,5.208
12:21:05.275,4.41,5.275
12:21:05.309,4.41,5.309
12:21:05.381,4.41,5.381
12:21:05.414,4.41,5.414
12:21:05.482,4.4,5.482
12:21:05.515,4.4,5.515
12:21:05.590,4.4,5.59
12:21:05.624,4.4,5.624
12:21:05.657,4.39,5.657
12:21:05.724,4.39,5.724
12:21:05.757,4.39,5.757
12:21:05.828,4.39,5.828
12:21:05.862,4.39,5.862
12:21:05.932,4.38,5.932
12:21:05.970,4.38,5.97
12:21:06.039,4.38,6.039
12:21:06.073,4.37,6.073
12:21:06.143,4.37,6.143
12:21:06.181,4.37,6.181
12:21:06.219,4.37,6.219
12:21:06.291,4.37,6.291
12:21:06.328,4.36,6.328
12:21:06.362,4.36,6.362
12:21:06.431,4.36,6.431
12:21:06.464,4.36,6.464
12:21:06.534,4.37,6.534
12:21:06.568,4.37,6.568
12:21:06.641,4.38,6.641
12:21:06.676,4.38,6.676
12:21:06.713,4.38,6.713
12:21:06.788,4.39,6.788
12:21:06.822,4.39,6.822
12:21:06.891,4.39,6.891
12:21:06.924,4.4,6.924
12:21:06.957,4.4,6.957
12:21:07.024,4.41,7.024
12:21:07.091,4.41,7.091
12:21:07.124,4.41,7.124
12:21:07.157,4.4,7.157
12:21:07.228,4.41,7.228
12:21:07.262,4.4,7.262
12:21:07.331,4.4,7.331
12:21:07.365,4.4,7.365
12:21:07.437,4.39,7.437
12:21:07.472,4.39,7.472
12:21:07.508,4.39,7.508
12:21:07.581,4.38,7.581
12:21:07.616,4.38,7.616
12:21:07.689,4.39,7.689
12:21:07.724,4.38,7.724
12:21:07.758,4.37,7.758
12:21:07.824,4.37,7.824
12:21:07.858,4.37,7.858
12:21:07.924,4.37,7.924
12:21:07.991,4.37,7.991
