Timestamp,Voltage,Time
11:57:06.064,4.41,6.064
11:57:06.097,4.4,6.097
11:57:06.168,4.39,6.168
11:57:06.202,4.37,6.202
11:57:06.275,4.38,6.275
11:57:06.308,4.41,6.308
11:57:06.375,4.41,6.375
11:57:06.408,4.4,6.408
11:57:06.475,4.39,6.475
11:57:06.508,4.37,6.508
11:57:06.546,4.39,6.546
11:57:06.618,4.39,6.618
11:57:06.656,4.39,6.656
11:57:06.727,4.39,6.727
11:57:06.761,4.38,6.761
11:57:06.794,4.38,6.794
11:57:06.862,4.38,6.862
11:57:06.931,4.38,6.931
11:57:06.964,4.38,6.964
11:57:06.998,4.38,6.998
11:57:07.069,4.37,7.069
11:57:07.102,4.38,7.102
11:57:07.174,4.38,7.174
11:57:07.208,4.38,7.208
11:57:07.274,4.39,7.274
11:57:07.307,4.39,7.307
11:57:07.375,4.4,7.375
11:57:07.410,4.4,7.41
11:57:07.479,4.41,7.479
11:57:07.512,4.41,7.512
11:57:07.550,4.42,7.55
11:57:07.623,4.42,7.623
11:57:07.657,4.42,7.657
11:57:07.728,4.42,7.728
11:57:07.761,4.42,7.761
11:57:07.794,4.43,7.794
11:57:07.864,4.43,7.864
11:57:07.898,4.42,7.898
11:57:07.968,4.42,7.968
11:57:08.002,4.42,8.002
11:57:08.074,4.41,8.074
11:57:08.107,4.41,8.107
11:57:08.175,4.41,8.175
11:57:08.208,4.41,8.208
11:57:08.275,4.4,8.275
11:57:08.311,4.4,8.311
11:57:08.345,4.4,8.345
11:57:08.412,4.4,8.412
11:57:08.446,4.4,8.446
11:57:08.513,4.39,8.513
11:57:08.547,4.39,8.547
11:57:08.618,4.39,8.618
11:57:08.653,4.39,8.653
11:57:08.722,4.39,8.722
11:57:08.758,4.39,8.758
11:57:08.828,4.38,8.828
11:57:08.865,4.38,8.865
11:57:08.898,4.38,8.898
11:57:08.969,4.38,8.969
11:57:09.004,4.38,9.004
11:57:09.073,4.38,9.073
11:57:09.106,4.39,9.106
11:57:09.173,4.39,9.173
11:57:09.210,4.4,9.21
11:57:09.277,4.4,9.277
11:57:09.311,4.4,9.311
11:57:09.382,4.41,9.382
11:57:09.418,4.41,9.418
11:57:09.451,4.41,9.451
11:57:09.523,4.41,9.523
11:57:09.556,4.41,9.556
11:57:09.624,4.42,9.624
11:57:09.660,4.42,9.66
11:57:09.729,4.43,9.729
11:57:09.762,4.43,9.762
11:57:09.829,4.43,9.829
11:57:09.864,4.43,9.864
11:57:09.897,4.42,9.897
11:57:09.968,4.42,9.968
11:57:10.003,4.42,10.003
11:57:10.075,4.42,10.075
11:57:10.108,4.42,10.108
11:57:10.146,4.41,10.146
11:57:10.212,4.41,10.212
11:57:10.279,4.4,10.279
11:57:10.312,4.4,10.312
11:57:10.349,4.4,10.349
11:57:10.421,4.4,10.421
11:57:10.454,4.4,10.454
11:57:10.524,4.39,10.524
11:57:10.557,4.39,10.557
11:57:10.629,4.39,10.629
11:57:10.663,4.39,10.663
11:57:10.697,4.38,10.697
11:57:10.768,4.38,10.768
11:57:10.801,4.38,10.801
11:57:10.871,4.38,10.871
11:57:10.906,4.38,10.906
11:57:10.973,4.38,10.973
11:57:11.007,4.38,11.007
11:57:11.074,4.39,11.074
11:57:11.107,4.39,11.107
11:57:11.179,4.4,11.179
11:57:11.213,4.4,11.213
11:57:11.246,4.41,11.246
11:57:11.314,4.41,11.314
11:57:11.381,4.41,11.381
11:57:11.414,4.41,11.414
11:57:11.447,4.42,11.447
11:57:11.515,4.42,11.515
11:57:11.549,4.42,11.549
11:57:11.617,4.43,11.617
11:57:11.651,4.42,11.651
11:57:11.717,4.42,11.717
11:57:11.750,4.42,11.75
11:57:11.818,4.42,11.818
11:57:11.851,4.41,11.851
11:57:11.919,4.41,11.919
11:57:11.952,4.41,11.952
11:57:12.019,4.41,12.019
11:57:12.053,4.41,12.053
11:57:12.119,4.41,12.119
11:57:12.152,4.4,12.152
11:57:12.220,4.39,12.22
11:57:12.254,4.4,12.254
11:57:12.322,4.39,12.322
11:57:12.355,4.39,12.355
11:57:12.423,4.38,12.423
11:57:12.457,4.38,12.457
11:57:12.533,4.38,12.533
11:57:12.567,4.38,12.567
11:57:12.601,4.38,12.601
11:57:12.671,4.38,12.671
11:57:12.709,4.38,12.709
11:57:12.780,4.38,12.78
11:57:12.813,4.38,12.813
11:57:12.847,4.38,12.847
11:57:12.918,4.39,12.918
11:57:12.952,4.39,12.952
11:57:13.019,4.4,13.019
11:57:13.052,4.4,13.052
11:57:13.119,4.4,13.119
11:57:13.152,4.41,13.152
11:57:13.219,4.41,13.219
11:57:13.252,4.42,13.252
11:57:13.322,4.42,13.322
11:57:13.356,4.42,13.356
11:57:13.423,4.43,13.423
11:57:13.456,4.43,13.456
11:57:13.524,4.43,13.524
11:57:13.557,4.43,13.557
11:57:13.624,4.43,13.624
11:57:13.658,4.42,13.658
11:57:13.724,4.42,13.724
11:57:13.757,4.42,13.757
11:57:13.824,4.42,13.824
11:57:13.858,4.41,13.858
11:57:13.929,4.41,13.929
11:57:13.962,4.41,13.962
11:57:14.030,4.41,14.03
11:57:14.063,4.41,14.063
11:57:14.098,4.41,14.098
11:57:14.168,4.41,14.168
11:57:14.206,4.41,14.206
11:57:14.278,4.4,14.278
11:57:14.313,4.39,14.313
11:57:14.349,4.39,14.349
11:57:14.420,4.39,14.42
11:57:14.455,4.39,14.455
11:57:14.523,4.39,14.523
11:57:14.561,4.38,14.561
11:57:14.630,4.38,14.63
11:57:14.663,4.38,14.663
11:57:14.732,4.37,14.732
11:57:14.769,4.38,14.769
11:57:14.802,4.38,14.802
11:57:14.870,4.39,14.87
11:57:14.903,4.39,14.903
11:57:14.970,4.39,14.97
11:57:15.004,4.39,15.004
11:57:15.075,4.4,15.075
11:57:15.109,4.4,15.109
11:57:15.179,4.41,15.179
11:57:15.213,4.41,15.213
11:57:15.280,4.42,15.28
11:57:15.314,4.42,15.314
11:57:15.382,4.42,15.382
11:57:15.415,4.42,15.415
11:57:15.449,4.42,15.449
11:57:15.517,4.41,15.517
11:57:15.583,4.41,15.583
11:57:15.616,4.41,15.616
11:57:15.650,4.41,15.65
11:57:15.717,4.4,15.717
11:57:15.751,4.41,15.751
11:57:15.822,4.4,15.822
11:57:15.856,4.4,15.856
11:57:15.923,4.39,15.923
11:57:15.957,4.4,15.957
11:57:16.027,4.39,16.027
11:57:16.064,4.39,16.064
11:57:16.101,4.39,16.101
11:57:16.173,4.39,16.173
11:57:16.210,4.38,16.21
11:57:16.277,4.38,16.277
11:57:16.313,4.38,16.313
11:57:16.380,4.38,16.38
11:57:16.414,4.37,16.414
11:57:16.481,4.37,16.481
11:57:16.515,4.37,16.515
11:57:16.582,4.37,16.582
11:57:16.620,4.37,16.62
11:57:16.656,4.38,16.656
11:57:16.728,4.38,16.728
11:57:16.761,4.39,16.761
11:57:16.830,4.39,16.83
11:57:16.863,4.39,16.863
11:57:16.930,4.4,16.93
11:57:16.964,4.41,16.964
11:57:17.033,4.41,17.033
11:57:17.069,4.41,17.069
11:57:17.102,4.41,17.102
11:57:17.172,4.42,17.172
11:57:17.206,4.41,17.206
11:57:17.274,4.42,17.274
11:57:17.309,4.42,17.309
11:57:17.380,4.43,17.38
11:57:17.414,4.42,17.414
11:57:17.481,4.42,17.481
11:57:17.516,4.41,17.516
11:57:17.582,4.42,17.582
11:57:17.615,4.41,17.615
11:57:17.682,4.41,17.682
11:57:17.715,4.41,17.715
11:57:17.783,4.41,17.783
11:57:17.818,4.41,17.818
11:57:17.854,4.41,17.854
11:57:17.920,4.4,17.92
11:57:17.953,4.41,17.953
11:57:18.020,4.4,18.02
11:57:18.054,4.39,18.054
11:57:18.122,4.39,18.122
11:57:18.155,4.4,18.155
11:57:18.222,4.39,18.222
11:57:18.255,4.39,18.255
11:57:18.322,4.39,18.322
11:57:18.356,4.39,18.356
11:57:18.426,4.39,18.426
11:57:18.460,4.38,18.46
11:57:18.532,4.38,18.532
11:57:18.566,4.38,18.566
11:57:18.634,4.38,18.634
11:57:18.673,4.38,18.673
11:57:18.708,4.38,18.708
11:57:18.776,4.39,18.776
11:57:18.814,4.39,18.814
11:57:18.884,4.4,18.884
11:57:18.921,4.4,18.921
11:57:18.954,4.4,18.954
11:57:19.020,4.41,19.02
