Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71
7,21,1.14,NaN,NaN,0,,"",NaN,7,21,1.2,150.84375,155.28125,4.4375,0.993031274,"0",NaN,7,21,1.2,NaN,NaN,0,,"",NaN,7,21,1.08,NaN,NaN,0,,"",NaN,7,21,1.14,150.875,155.25,4.375,0.9929327736,"0",NaN,7,21,1.14,NaN,NaN,0,,"",NaN,7,21,1.14,NaN,NaN,0,,"",NaN,7,21,1.14,NaN,NaN,0,,""
7.5,22.5,1.11,NaN,NaN,0,,"",NaN,7.5,22.5,1.17,NaN,NaN,0,,"",NaN,7.5,22.5,1.17,NaN,NaN,0,,"",NaN,7.5,22.5,1.05,NaN,NaN,0,,"",NaN,7.5,22.5,1.11,NaN,NaN,0,,"",NaN,7.5,22.5,1.11,NaN,NaN,0,,"",NaN,7.5,22.5,1.11,NaN,NaN,0,,"",NaN,7.5,22.5,1.11,NaN,NaN,0,,""
8,24,1.08,150.8125,155.28125,4.46875,0.9896727008,"0",NaN,8,24,1.14,NaN,NaN,0,,"",NaN,8,24,1.14,150.84375,155.28125,4.4375,0.9964973623,"0",NaN,8,24,1.02,150.8125,155.28125,4.46875,0.9896727008,"0",NaN,8,24,1.08,NaN,NaN,0,,"",NaN,8,24,1.08,150.84375,155.25,4.40625,0.9895285073,"0",NaN,8,24,1.08,150.875,155.25,4.375,0.9964475909,"0",NaN,8,24,1.08,150.84375,155.25,4.40625,0.9895285073,"0"
8.5,25.5,1.05,NaN,NaN,0,,"",NaN,8.5,25.5,1.11,NaN,NaN,0,,"",NaN,8.5,25.5,1.11,NaN,NaN,0,,"",NaN,8.5,25.5,0.99,NaN,NaN,0,,"",NaN,8.5,25.5,1.05,NaN,NaN,0,,"",NaN,8.5,25.5,1.05,NaN,NaN,0,,"",NaN,8.5,25.5,1.05,NaN,NaN,0,,"",NaN,8.5,25.5,1.05,NaN,NaN,0,,""
9,27,1.02,NaN,NaN,0,,"",NaN,9,27,1.08,150.84375,155.28125,4.4375,0.993031274,"0",NaN,9,27,1.08,150.84375,155.25,4.40625,0.9929823694,"0",NaN,9,27,0.96,NaN,NaN,0,,"",NaN,9,27,1.02,150.875,155.25,4.375,0.9929327736,"0",NaN,9,27,1.02,NaN,NaN,0,,"",NaN,9,27,1.02,NaN,NaN,0,,"",NaN,9,27,1.02,NaN,NaN,0,,""
9.5,28.5,0.99,NaN,NaN,0,,"",NaN,9.5,28.5,1.05,NaN,NaN,0,,"",NaN,9.5,28.5,1.05,NaN,NaN,0,,"",NaN,9.5,28.5,0.93,NaN,NaN,0,,"",NaN,9.5,28.5,0.99,NaN,NaN,0,,"",NaN,9.5,28.5,0.99,NaN,NaN,0,,"",NaN,9.5,28.5,0.99,NaN,NaN,0,,"",NaN,9.5,28.5,0.99,NaN,NaN,0,,""
10,30,0.96,150.8125,155.28125,4.46875,0.9896727008,"0",NaN,10,30,1.02,NaN,NaN,0,,"",NaN,10,30,1.02,150.84375,155.25,4.40625,0.9929823694,"0",NaN,10,30,0.9,150.8125,155.28125,4.46875,0.9896727008,"0",NaN,10,30,0.96,NaN,NaN,0,,"",NaN,10,30,0.96,150.84375,155.21875,4.375,0.9860132972,"0",NaN,10,30,0.96,150.875,155.25,4.375,0.9964475909,"0",NaN,10,30,0.96,150.84375,155.25,4.40625,0.9895285073,"0"
10.5,31.5,0.93,NaN,NaN,0,,"",NaN,10.5,31.5,0.99,NaN,NaN,0,,"",NaN,10.5,31.5,0.99,NaN,NaN,0,,"",NaN,10.5,31.5,0.87,NaN,NaN,0,,"",NaN,10.5,31.5,0.93,NaN,NaN,0,,"",NaN,10.5,31.5,0.93,NaN,NaN,0,,"",NaN,10.5,31.5,0.93,NaN,NaN,0,,"",NaN,10.5,31.5,0.93,NaN,NaN,0,,""
11,33,0.9,NaN,NaN,0,,"",NaN,11,33,0.96,150.84375,155.28125,4.4375,0.993031274,"0",NaN,11,33,0.96,150.84375,155.25,4.40625,0.9929823694,"0",NaN,11,33,0.84,150.8125,155.28125,4.46875,0.9896727008,"0",NaN,11,33,0.9,150.875,155.25,4.375,0.9929327736,"0",NaN,11,33,0.9,150.84375,155.21875,4.375,0.9860132972,"0",NaN,11,33,0.9,150.875,155.21875,4.34375,0.9928824718,"0",NaN,11,33,0.9,150.84375,155.25,4.40625,0.9895285073,"0"
11.5,34.5,0.87,NaN,NaN,0,,"",NaN,11.5,34.5,0.93,NaN,NaN,0,,"",NaN,11.5,34.5,0.93,NaN,NaN,0,,"",NaN,11.5,34.5,0.81,NaN,NaN,0,,"",NaN,11.5,34.5,0.87,NaN,NaN,0,,"",NaN,11.5,34.5,0.87,NaN,NaN,0,,"",NaN,11.5,34.5,0.87,NaN,NaN,0,,"",NaN,11.5,34.5,0.87,NaN,NaN,0,,""
12,36,0.84,150.8125,155.28125,4.46875,0.9896727008,"0",NaN,12,36,0.9,NaN,NaN,0,,"",NaN,12,36,0.9,150.84375,155.25,4.40625,0.9929823694,"0",NaN,12,36,0.78,150.8125,155.28125,4.46875,0.9896727008,"0",NaN,12,36,0.84,NaN,NaN,0,,"",NaN,12,36,0.84,150.84375,155.21875,4.375,0.9860132972,"0",NaN,12,36,0.84,150.875,155.21875,4.34375,0.9928824718,"0",NaN,12,36,0.84,150.84375,155.21875,4.375,0.9860132972,"0"
12.5,37.5,0.81,NaN,NaN,0,,"",NaN,12.5,37.5,0.87,NaN,NaN,0,,"",NaN,12.5,37.5,0.87,NaN,NaN,0,,"",NaN,12.5,37.5,0.75,NaN,NaN,0,,"",NaN,12.5,37.5,0.81,NaN,NaN,0,,"",NaN,12.5,37.5,0.81,NaN,NaN,0,,"",NaN,12.5,37.5,0.81,NaN,NaN,0,,"",NaN,12.5,37.5,0.81,NaN,NaN,0,,""
13,39,0.78,150.8125,155.28125,4.46875,0.9896727008,"0",NaN,13,39,0.84,150.84375,155.28125,4.4375,0.993031274,"0",NaN,13,39,0.84,150.875,155.25,4.375,0.9894548898,"0",NaN,13,39,0.72,150.8125,155.28125,4.46875,0.9896727008,"0",NaN,13,39,0.78,150.875,155.25,4.375,0.9929327736,"0",NaN,13,39,0.78,150.875,155.21875,4.34375,0.9824855102,"0",NaN,13,39,0.78,150.875,155.21875,4.34375,0.9928824718,"0",NaN,13,39,0.78,150.84375,155.21875,4.375,0.9860132972,"0"
13.5,40.5,0.75,NaN,NaN,0,,"",NaN,13.5,40.5,0.81,NaN,NaN,0,,"",NaN,13.5,40.5,0.81,NaN,NaN,0,,"",NaN,13.5,40.5,0.69,NaN,NaN,0,,"",NaN,13.5,40.5,0.75,NaN,NaN,0,,"",NaN,13.5,40.5,0.75,NaN,NaN,0,,"",NaN,13.5,40.5,0.75,NaN,NaN,0,,"",NaN,13.5,40.5,0.75,NaN,NaN,0,,""
14,42,0.72,150.8125,155.28125,4.46875,0.9896727008,"0",NaN,14,42,0.78,150.84375,155.25,4.40625,0.9895285073,"0",NaN,14,42,0.78,150.875,155.25,4.375,0.9894548898,"0",NaN,14,42,0.66,150.84375,155.25,4.40625,0.9827275435,"0",NaN,14,42,0.72,150.875,155.25,4.375,0.9929327736,"0",NaN,14,42,0.72,150.875,155.21875,4.34375,0.9824855102,"0",NaN,14,42,0.72,150.90625,155.1875,4.28125,0.9857135515,"0",NaN,14,42,0.72,150.875,155.1875,4.3125,0.9789450104,"0.00317928002"
14.5,43.5,0.69,NaN,NaN,0,,"",NaN,14.5,43.5,0.75,NaN,NaN,0,,"",NaN,14.5,43.5,0.75,NaN,NaN,0,,"",NaN,14.5,43.5,0.63,NaN,NaN,0,,"",NaN,14.5,43.5,0.69,NaN,NaN,0,,"",NaN,14.5,43.5,0.69,150.875,155.1875,4.3125,0.9789450104,"0.003043584286",NaN,14.5,43.5,0.69,150.9375,155.1875,4.25,0.982109468,"0",NaN,14.5,43.5,0.69,150.90625,155.15625,4.25,0.9718253158,"0.00390159081"
15,45,0.66,150.8125,155.28125,4.46875,0.9896727008,"0",NaN,15,45,0.72,150.84375,155.25,4.40625,0.9895285073,"0",NaN,15,45,0.72,150.875,155.25,4.375,0.9894548898,"0",NaN,15,45,0.6,150.875,155.21875,4.34375,0.9757329525,"0.002968424257",NaN,15,45,0.66,150.90625,155.21875,4.3125,0.9858148842,"0",NaN,15,45,0.66,150.90625,155.15625,4.25,0.9718253158,"0.003727764755",NaN,15,45,0.66,150.96875,155.125,4.15625,0.9712169744,"0.003805690345",NaN,15,45,0.66,150.9375,155.125,4.1875,0.9646530752,"0.004933537735"
15.5,46.5,0.63,150.8125,155.25,4.4375,0.9862062359,"0",NaN,15.5,46.5,0.69,150.875,155.25,4.375,0.9860132972,"0",NaN,15.5,46.5,0.69,150.9375,155.1875,4.25,0.9752173866,"0.004743762172",NaN,15.5,46.5,0.57,150.90625,155.1875,4.28125,0.968687857,"0.00450078008",NaN,15.5,46.5,0.63,150.9375,155.1875,4.25,0.9786452263,"0.003195689446",NaN,15.5,46.5,0.63,150.9375,155.125,4.1875,0.9646530752,"0.004888846457",NaN,15.5,46.5,0.63,151,155.09375,4.09375,0.9638869302,"0.004800821186",NaN,15.5,46.5,0.63,151,155.0625,4.0625,0.9501461876,"0.005861664292"
16,48,0.6,150.90625,155.1875,4.28125,0.968687857,"0.005259292989",NaN,16,48,0.66,151,155.125,4.125,0.9574271078,"0.006694425224",NaN,16,48,0.66,151.0625,155.0625,4,0.9460998336,"0.008113137573",NaN,16,48,0.54,151.03125,155.0625,4.03125,0.9399795976,"0.006644733134",NaN,16,48,0.6,151,155.125,4.125,0.9641459769,"0.004713021492",NaN,16,48,0.6,151.03125,155.0625,4.03125,0.9464847243,"0.006283057687",NaN,16,48,0.6,151.0625,155.03125,3.96875,0.9490570161,"0.005868533636",NaN,16,48,0.6,151.03125,155.03125,4,0.9428090416,"0.006294646079"
16.5,49.5,0.57,151.0625,155,3.9375,0.9289853059,"0.01066680625",NaN,16.5,49.5,0.63,151.125,154.96875,3.84375,0.9242113755,"0.01088551062",NaN,16.5,49.5,0.63,151.21875,154.90625,3.6875,0.9083913392,"0.01187548465",NaN,16.5,49.5,0.51,151.125,154.9375,3.8125,0.914120582,"0.00869234955",NaN,16.5,49.5,0.57,151.0625,155.03125,3.96875,0.9457093619,"0.006534879055",NaN,16.5,49.5,0.57,151.09375,155,3.90625,0.9316949906,"0.00762620264",NaN,16.5,49.5,0.57,151.125,155,3.875,0.9377806908,"0.006936686702",NaN,16.5,49.5,0.57,151.0625,155,3.9375,0.9354143467,"0.007133254187"
17,51,0.54,151.46875,154.625,3.15625,0.8317336244,"0.01625778069",NaN,17,51,0.6,151.375,154.71875,3.34375,0.8620067027,"0.01534429404",NaN,17,51,0.6,151.40625,154.6875,3.28125,0.8568930705,"0.01546204147",NaN,17,51,0.48,151.28125,154.78125,3.5,0.8758557459,"0.01085454892",NaN,17,51,0.54,151.1875,154.9375,3.75,0.9192771196,"0.008255658119",NaN,17,51,0.54,151.1875,154.90625,3.71875,0.9090593429,"0.00892223663",NaN,17,51,0.54,151.1875,154.90625,3.71875,0.9186792864,"0.008008179331",NaN,17,51,0.54,151.15625,154.9375,3.78125,0.9166666667,"0.008011203035"
17.5,52.5,0.51,151.78125,154.3125,2.53125,0.7448452997,"0.01910098007",NaN,17.5,52.5,0.57,151.625,154.5,2.875,0.7993052539,"0.01861965971",NaN,17.5,52.5,0.57,151.625,154.5,2.875,0.8020951585,"0.01812197732",NaN,17.5,52.5,0.45,151.46875,154.625,3.15625,0.8317336244,"0.01231370662",NaN,17.5,52.5,0.51,151.28125,154.84375,3.5625,0.896000503,"0.009795079391",NaN,17.5,52.5,0.51,151.25,154.8125,3.5625,0.889756521,"0.009963688605",NaN,17.5,52.5,0.51,151.25,154.84375,3.59375,0.903107323,"0.009009618275",NaN,17.5,52.5,0.51,151.1875,154.875,3.6875,0.9052317076,"0.008560962593"
18,54,0.48,152,154.0625,2.0625,0.6723502023,"0.01972489471",NaN,18,54,0.54,151.84375,154.25,2.40625,0.7312470323,"0.02042436314",NaN,18,54,0.54,151.8125,154.3125,2.5,0.747957592,"0.0195982354",NaN,18,54,0.42,151.59375,154.5,2.90625,0.7981142157,"0.01311084251",NaN,18,54,0.48,151.40625,154.71875,3.3125,0.8639900886,"0.01103976891",NaN,18,54,0.48,151.34375,154.71875,3.375,0.8660254038,"0.01078200513",NaN,18,54,0.48,151.34375,154.75,3.40625,0.8792324183,"0.009819522089",NaN,18,54,0.48,151.25,154.8125,3.5625,0.889756521,"0.009107770667"
18.5,55.5,0.45,152.09375,153.96875,1.875,0.6410607648,"0.01886733282",NaN,18.5,55.5,0.51,152,154.09375,2.09375,0.682112731,"0.02062890447",NaN,18.5,55.5,0.51,151.9375,154.15625,2.21875,0.7046300423,"0.01994081837",NaN,18.5,55.5,0.39,151.71875,154.34375,2.625,0.758513326,"0.0136910869",NaN,18.5,55.5,0.45,151.5,154.625,3.125,0.8391813583,"0.0119394604",NaN,18.5,55.5,0.45,151.4375,154.65625,3.21875,0.8457409638,"0.01124917211",NaN,18.5,55.5,0.45,151.40625,154.6875,3.28125,0.8629489273,"0.01016344465",NaN,18.5,55.5,0.45,151.3125,154.75,3.4375,0.8740073735,"0.009493928153"
19,57,0.42,152.09375,153.96875,1.875,0.6410607648,"0.01720568525",NaN,19,57,0.48,152.0625,154,1.9375,0.6561673228,"0.01977496955",NaN,19,57,0.48,152.03125,154.0625,2.03125,0.6741998625,"0.01947490393",NaN,19,57,0.36,151.875,154.1875,2.3125,0.7119335047,"0.01364081679",NaN,19,57,0.42,151.625,154.5,2.875,0.8049144824,"0.01274276394",NaN,19,57,0.42,151.5,154.5625,3.0625,0.8249579114,"0.01141951778",NaN,19,57,0.42,151.46875,154.625,3.15625,0.8463522061,"0.01034785359",NaN,19,57,0.42,151.375,154.6875,3.3125,0.8579691784,"0.009723006093"
19.5,58.5,0.39,152,154.0625,2.0625,0.6723502023,"0.01557176478",NaN,19.5,58.5,0.45,152.0625,154,1.9375,0.6561673228,"0.01843290373",NaN,19.5,58.5,0.45,152.0625,154,1.9375,0.6584576171,"0.01844008039",NaN,19.5,58.5,0.33,151.96875,154.125,2.15625,0.6874610823,"0.01291118008",NaN,19.5,58.5,0.39,151.8125,154.4375,2.625,0.7691224192,"0.01263504582",NaN,19.5,58.5,0.39,151.5625,154.5,2.9375,0.8079466429,"0.0113211231",NaN,19.5,58.5,0.39,151.53125,154.5625,3.03125,0.8294234518,"0.01028394477",NaN,19.5,58.5,0.39,151.4375,154.625,3.1875,0.8416254115,"0.009798824646"
20,60,0.36,152,154.0625,2.0625,0.6723502023,"0.01453454808",NaN,20,60,0.42,152.0625,154.03125,1.96875,0.6614378278,"0.01709557086",NaN,20,60,0.42,152.0625,154,1.9375,0.6584576171,"0.01710571352",NaN,20,60,0.3,152,154.0625,2.0625,0.6723502023,"0.01183454123",NaN,20,60,0.36,151.75,154.34375,2.59375,0.7645306026,"0.01193050362",NaN,20,60,0.36,151.625,154.4375,2.8125,0.790569415,"0.01107846503",NaN,20,60,0.36,151.59375,154.53125,2.9375,0.8164965809,"0.009996807034",NaN,20,60,0.36,151.5,154.5625,3.0625,0.8249579114,"0.009642806933"
20.5,61.5,0.33,152.0625,154,1.9375,0.6516575283,"0.01333789995",NaN,20.5,61.5,0.39,152.0625,154.03125,1.96875,0.6614378278,"0.01582923228",NaN,20.5,61.5,0.39,152.0625,154.03125,1.96875,0.6637465183,"0.01577616489",NaN,20.5,61.5,0.27,152,154.0625,2.0625,0.6723502023,"0.01037971337",NaN,20.5,61.5,0.33,151.8125,154.3125,2.5,0.750586625,"0.01131120693",NaN,20.5,61.5,0.33,151.6875,154.375,2.6875,0.7728015413,"0.01056234489",NaN,20.5,61.5,0.33,151.625,154.46875,2.84375,0.8033617311,"0.009603769937",NaN,20.5,61.5,0.33,151.53125,154.5,2.96875,0.8122328621,"0.009279016291"
21,63,0.3,152,154.03125,2.03125,0.6672371988,"0.01179234268",NaN,21,63,0.36,152.0625,154.03125,1.96875,0.6614378278,"0.01445491134",NaN,21,63,0.36,152.0625,154.03125,1.96875,0.6637465183,"0.0146187411",NaN,21,63,0.24,151.9375,154.15625,2.21875,0.6973531171,"0.008623355647",NaN,21,63,0.3,151.84375,154.25,2.40625,0.7363786534,"0.01042864173",NaN,21,63,0.3,151.71875,154.34375,2.625,0.7637626158,"0.009753565136",NaN,21,63,0.3,151.6875,154.4375,2.75,0.7900085285,"0.009043276802",NaN,21,63,0.3,151.59375,154.46875,2.875,0.7993052539,"0.008748894294"
21.5,64.5,0.27,151.96875,154.09375,2.125,0.682461299,"0.01028842177",NaN,21.5,64.5,0.33,152.03125,154.0625,2.03125,0.6718548124,"0.0128807829",NaN,21.5,64.5,0.33,152.09375,154,1.90625,0.6531258888,"0.01340483037",NaN,21.5,64.5,0.21,151.8125,154.28125,2.46875,0.7355922039,"0.006753355609",NaN,21.5,64.5,0.27,151.84375,154.25,2.40625,0.7363786534,"0.009227237299",NaN,21.5,64.5,0.27,151.75,154.34375,2.59375,0.7592027983,"0.008840516336",NaN,21.5,64.5,0.27,151.71875,154.40625,2.6875,0.7809795631,"0.008279191463",NaN,21.5,64.5,0.27,151.625,154.4375,2.8125,0.790569415,"0.008072671586"
22,66,0.24,151.9375,154.15625,2.21875,0.6973531171,"0.008161735738",NaN,22,66,0.3,151.96875,154.125,2.15625,0.6922186552,"0.01102485035",NaN,22,66,0.3,152.0625,154,1.9375,0.6584576171,"0.01194817227",NaN,22,66,0.18,151.65625,154.4375,2.78125,0.7807618338,"0.00495907248",NaN,22,66,0.24,151.8125,154.28125,2.46875,0.7458807064,"0.00794572749",NaN,22,66,0.24,151.75,154.3125,2.5625,0.7546154282,"0.007853379329",NaN,22,66,0.24,151.71875,154.375,2.65625,0.7764257076,"0.007411869946",NaN,22,66,0.24,151.65625,154.40625,2.75,0.78173596,"0.007334514959"
22.5,67.5,0.21,151.625,154.40625,2.78125,0.7807618338,"0.005132147129",NaN,22.5,67.5,0.27,151.84375,154.25,2.40625,0.7312470323,"0.008746039224",NaN,22.5,67.5,0.27,152.03125,154.0625,2.03125,0.6741998625,"0.01025090681",NaN,22.5,67.5,0.15,151.5,154.59375,3.09375,0.823457462,"0.003318072519",NaN,22.5,67.5,0.21,151.78125,154.3125,2.53125,0.7552632225,"0.006712400865",NaN,22.5,67.5,0.21,151.75,154.3125,2.5625,0.7546154282,"0.006806262085",NaN,22.5,67.5,0.21,151.75,154.375,2.625,0.771844985,"0.006556666536",NaN,22.5,67.5,0.21,151.6875,154.375,2.6875,0.7728015413,"0.006535982468"
23,69,0.18,151.25,154.8125,3.5625,0.8836412834,"0.002359012584",NaN,23,69,0.24,151.625,154.4375,2.8125,0.790569415,"0.006327223713",NaN,23,69,0.24,151.9375,154.1875,2.25,0.7095748752,"0.008392518415",NaN,23,69,0.12,151.3125,154.78125,3.46875,0.8719369086,"0.002032993992",NaN,23,69,0.18,151.75,154.34375,2.59375,0.7645306026,"0.005529381142",NaN,23,69,0.18,151.75,154.3125,2.5625,0.7546154282,"0.005759144841",NaN,23,69,0.18,151.78125,154.34375,2.5625,0.762600999,"0.00569892595",NaN,23,69,0.18,151.71875,154.34375,2.625,0.7637626158,"0.005611669553"
23.5,70.5,0.15,150.96875,155.125,4.15625,0.9544416714,"0.0007685750574",NaN,23.5,70.5,0.21,151.4375,154.65625,3.21875,0.8457409638,"0.003984602987",NaN,23.5,70.5,0.21,151.8125,154.3125,2.5,0.747957592,"0.00646855014",NaN,23.5,70.5,0.09,151.1875,154.875,3.6875,0.8990101101,"0.001161020644",NaN,23.5,70.5,0.15,151.71875,154.375,2.65625,0.7736869841,"0.004398689009",NaN,23.5,70.5,0.15,151.75,154.3125,2.5625,0.7546154282,"0.004738368151",NaN,23.5,70.5,0.15,151.8125,154.3125,2.5,0.7532435772,"0.004729756629",NaN,23.5,70.5,0.15,151.71875,154.34375,2.625,0.7637626158,"0.004644993375"
24,72,0.12,150.8125,155.25,4.4375,0.9862062359,"0",NaN,24,72,0.18,151.1875,154.90625,3.71875,0.9090593429,"0.002118538381",NaN,24,72,0.18,151.625,154.46875,2.84375,0.7977240352,"0.004593289894",NaN,24,72,0.06,151.09375,155,3.90625,0.9252915127,"0.0005774350313",NaN,24,72,0.12,151.6875,154.40625,2.71875,0.7827362623,"0.003365837331",NaN,24,72,0.12,151.78125,154.3125,2.53125,0.75,"0.003749785337",NaN,24,72,0.12,151.8125,154.3125,2.5,0.7532435772,"0.003698799443",NaN,24,72,0.12,151.75,154.3125,2.5625,0.7546154282,"0.003684665769"
24.5,73.5,0.09,NaN,NaN,0,,"",NaN,24.5,73.5,0.15,151.03125,155.0625,4.03125,0.9464847243,"0.0009875321069",NaN,24.5,73.5,0.15,151.46875,154.65625,3.1875,0.844563031,"0.002902860742",NaN,24.5,73.5,0.03,151.0625,155,3.9375,0.9289853059,"0.0001865303251",NaN,24.5,73.5,0.09,151.6875,154.40625,2.71875,0.7827362623,"0.002404169522",NaN,24.5,73.5,0.09,151.8125,154.28125,2.46875,0.7406828681,"0.002728026717",NaN,24.5,73.5,0.09,151.8125,154.28125,2.46875,0.7485210003,"0.002687430137",NaN,24.5,73.5,0.09,151.75,154.28125,2.53125,0.75,"0.002663727466"
25,75,0.06,150.8125,155.25,4.4375,0.9862062359,"0",NaN,25,75,0.12,150.90625,155.1875,4.28125,0.9753916592,"0.0006601195303",NaN,25,75,0.12,151.25,154.84375,3.59375,0.8967696495,"0.001562888485",NaN,25,75,0,151.09375,154.96875,3.875,0.9215829146,"0",NaN,25,75,0.06,151.6875,154.40625,2.71875,0.7827362623,"0.001463743987",NaN,25,75,0.06,151.8125,154.25,2.4375,0.7359800722,"0.001648224632",NaN,25,75,0.06,151.84375,154.25,2.40625,0.7389853116,"0.001648908557",NaN,25,75,0.06,151.78125,154.28125,2.5,0.7453559925,"0.001622704396"
25.5,76.5,0.03,NaN,NaN,0,,"",NaN,25.5,76.5,0.09,NaN,NaN,0,,"",NaN,25.5,76.5,0.09,151.09375,155,3.90625,0.93494699,"0.0006525722443",NaN,25.5,76.5,-0.03,151.1875,154.875,3.6875,0.8990101101,"0.0002567053126",NaN,25.5,76.5,0.03,151.75,154.375,2.625,0.7691224192,"0.0005020761781",NaN,25.5,76.5,0.03,151.8125,154.25,2.4375,0.7359800722,"0.0005494082106",NaN,25.5,76.5,0.03,151.875,154.21875,2.34375,0.7293249575,"0.0005581638058",NaN,25.5,76.5,0.03,151.8125,154.25,2.4375,0.7359800722,"0.0005494082106"
26,78,0,150.8125,155.25,4.4375,0.9862062359,"0",NaN,26,78,0.06,150.84375,155.25,4.40625,0.9895285073,"0",NaN,26,78,0.06,150.9375,155.1875,4.25,0.9752173866,"0.000273338566",NaN,26,78,-0.06,151.34375,154.71875,3.375,0.8600732686,"0.0009372529286",NaN,26,78,0,151.78125,154.3125,2.53125,0.7552632225,"0",NaN,26,78,0,151.875,154.1875,2.3125,0.7168604389,"0",NaN,26,78,0,151.90625,154.21875,2.3125,0.7244464749,"0",NaN,26,78,0,151.8125,154.25,2.4375,0.7359800722,"0"
26.5,79.5,-0.03,NaN,NaN,0,,"",NaN,26.5,79.5,0.03,NaN,NaN,0,,"",NaN,26.5,79.5,0.03,NaN,NaN,0,,"",NaN,26.5,79.5,-0.09,151.5,154.5625,3.0625,0.8192880304,"0.00193639587",NaN,26.5,79.5,-0.03,151.875,154.25,2.375,0.7315813472,"0.0005552233196",NaN,26.5,79.5,-0.03,151.90625,154.15625,2.25,0.7071067812,"0.0005855806281",NaN,26.5,79.5,-0.03,151.90625,154.1875,2.28125,0.7195349168,"0.0005705885559",NaN,26.5,79.5,-0.03,151.8125,154.21875,2.40625,0.7312470323,"0.0005556608096"
27,81,-0.06,150.8125,155.25,4.4375,0.9862062359,"0",NaN,27,81,0,150.84375,155.25,4.40625,0.9895285073,"0",NaN,27,81,0,150.84375,155.25,4.40625,0.9929823694,"0",NaN,27,81,-0.12,151.6875,154.40625,2.71875,0.771939383,"0.00324691522",NaN,27,81,-0.06,151.9375,154.1875,2.25,0.7120689949,"0.001714622228",NaN,27,81,-0.06,151.9375,154.125,2.1875,0.6972166888,"0.001779354546",NaN,27,81,-0.06,151.9375,154.15625,2.21875,0.7096098219,"0.001735851455",NaN,27,81,-0.06,151.84375,154.1875,2.34375,0.7216878365,"0.001691466266"
27.5,82.5,-0.09,NaN,NaN,0,,"",NaN,27.5,82.5,-0.03,NaN,NaN,0,,"",NaN,27.5,82.5,-0.03,150.84375,155.25,4.40625,0.9929823694,"0",NaN,27.5,82.5,-0.15,151.8125,154.25,2.4375,0.73092173,"0.00477149646",NaN,27.5,82.5,-0.09,152,154.09375,2.09375,0.6868995457,"0.002983674988",NaN,27.5,82.5,-0.09,151.96875,154.0625,2.09375,0.682112731,"0.003033033077",NaN,27.5,82.5,-0.09,151.96875,154.125,2.15625,0.6995439244,"0.002948091597",NaN,27.5,82.5,-0.09,151.875,154.1875,2.3125,0.7168604389,"0.002857471069"
28,84,-0.12,150.8125,155.25,4.4375,0.9862062359,"0",NaN,28,84,-0.06,150.84375,155.25,4.40625,0.9895285073,"0",NaN,28,84,-0.06,150.90625,155.1875,4.28125,0.978796178,"0.0001370649888",NaN,28,84,-0.18,151.96875,154.09375,2.125,0.682461299,"0.006456791971",NaN,28,84,-0.12,152.0625,154.03125,1.96875,0.6660795537,"0.004339759668",NaN,28,84,-0.12,152,154.03125,2.03125,0.6718548124,"0.004332670011",NaN,28,84,-0.12,151.96875,154.09375,2.125,0.6944562647,"0.00418260443",NaN,28,84,-0.12,151.875,154.1875,2.3125,0.7168604389,"0.004017219762"
28.5,85.5,-0.15,150.90625,155.15625,4.25,0.9651460249,"0.0006294145576",NaN,28.5,85.5,-0.09,150.9375,155.15625,4.21875,0.9682458366,"0.0003193902425",NaN,28.5,85.5,-0.09,151.03125,155.0625,4.03125,0.9497883459,"0.0005218870086",NaN,28.5,85.5,-0.21,152.09375,153.96875,1.875,0.6410607648,"0.008230546261",NaN,28.5,85.5,-0.15,152.125,154,1.875,0.650027085,"0.005731574185",NaN,28.5,85.5,-0.15,152.0625,154,1.9375,0.6561673228,"0.00568292207",NaN,28.5,85.5,-0.15,152,154.09375,2.09375,0.6893310561,"0.005427303063",NaN,28.5,85.5,-0.15,151.875,154.1875,2.3125,0.7168604389,"0.005164996837"
29,87,-0.18,151.375,154.6875,3.3125,0.8520724132,"0.002613865959",NaN,29,87,-0.12,151.25,154.84375,3.59375,0.8936504412,"0.001335664915",NaN,29,87,-0.12,151.34375,154.75,3.40625,0.87306229,"0.00165792054",NaN,29,87,-0.24,152.21875,153.84375,1.625,0.5967950934,"0.009997122211",NaN,29,87,-0.18,152.1875,153.9375,1.75,0.6279858256,"0.007179354223",NaN,29,87,-0.18,152.0625,153.96875,1.90625,0.6508541397,"0.007044598375",NaN,29,87,-0.18,152,154.09375,2.09375,0.6893310561,"0.006660560129",NaN,29,87,-0.18,151.875,154.1875,2.3125,0.7168604389,"0.006312773912"
