Constant parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disc name,A6,,All distances are in inches unless otherwise specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.5,46.5,0.75,150.78125,155.1875,4.40625,0.9895,0.0000,,15.5,46.5,0.84,,,0,,,,15.5,46.5,0.75,150.78125,155.1875,4.40625,0.9895,0.0000,,15.5,46.5,0.78,150.8125,155.15625,4.34375,0.9929,0.0000,,15.5,46.5,0.78,,26,4.3125,0.9928,0.0000,,15.5,46.5,0.75,,26,4.25,0.9856,0.0000,,15.5,46.5,0.78,,26,4.3125,0.9928,0.0000,,15.5,46.5,0.81,,25,4.3125,0.9858,0.0000,,15.5,46.5,0.81,,25,4.3125,0.9858,0.0000,,15.5,46.5,0.81,,25,4.3125,0.9928,0.0000,,15.5,46.5,0.75,,27,4.1875,0.9854,0.0000,,15.5,46.5,0.75,,26,4.25,0.9856,0.0000,,15.5,46.5,0.78,,26,4.3125,0.9928,0.0000
16,48,0.72,150.78125,155.1875,4.40625,0.9895,0.0000,,16,48,0.81,150.8125,155.1875,4.375,0.9895,0.0000,,16,48,0.72,150.78125,155.1875,4.40625,0.9895,0.0000,,16,48,0.75,150.8125,155.15625,4.34375,0.9929,0.0000,,16,48,0.75,,26,4.3125,0.9928,0.0000,,16,48,0.72,,26,4.25,0.9856,0.0000,,16,48,0.75,,26,4.3125,0.9928,0.0000,,16,48,0.78,,25,4.3125,0.9858,0.0000,,16,48,0.78,,25,4.3125,0.9858,0.0000,,16,48,0.78,,25,4.3125,0.9928,0.0000,,16,48,0.72,,28,4.125,0.9780,0.0033,,16,48,0.72,,26,4.25,0.9856,0.0000,,16,48,0.75,,26,4.3125,0.9928,0.0000
16.5,49.5,0.69,150.78125,155.1875,4.40625,0.9895,0.0000,,16.5,49.5,0.78,150.8125,155.1875,4.375,0.9895,0.0000,,16.5,49.5,0.69,150.78125,155.15625,4.375,0.9860,0.0000,,16.5,49.5,0.72,150.8125,155.15625,4.34375,0.9929,0.0000,,16.5,49.5,0.72,,26,4.3125,0.9928,0.0000,,16.5,49.5,0.69,,26,4.25,0.9856,0.0000,,16.5,49.5,0.72,,26,4.3125,0.9928,0.0000,,16.5,49.5,0.75,,25,4.3125,0.9858,0.0000,,16.5,49.5,0.75,,25,4.3125,0.9858,0.0000,,16.5,49.5,0.75,,25,4.3125,0.9928,0.0000,,16.5,49.5,0.69,,29,4.0625,0.9706,0.0041,,16.5,49.5,0.69,,26,4.25,0.9856,0.0000,,16.5,49.5,0.72,,26,4.3125,0.9928,0.0000
17,51,0.66,150.78125,155.15625,4.375,0.9860,0.0000,,17,51,0.75,150.8125,155.1875,4.375,0.9895,0.0000,,17,51,0.66,150.78125,155.15625,4.375,0.9860,0.0000,,17,51,0.69,150.8125,155.15625,4.34375,0.9929,0.0000,,17,51,0.69,,26,4.3125,0.9928,0.0000,,17,51,0.66,,26,4.25,0.9856,0.0000,,17,51,0.69,,26,4.3125,0.9928,0.0000,,17,51,0.72,,25,4.3125,0.9858,0.0000,,17,51,0.72,,26,4.25,0.9786,0.0032,,17,51,0.72,,26,4.25,0.9856,0.0000,,17,51,0.66,,30,4,0.9631,0.0047,,17,51,0.66,,26,4.25,0.9856,0.0000,,17,51,0.69,,26,4.3125,0.9928,0.0000
17.5,52.5,0.63,150.8125,155.15625,4.34375,0.9825,0.0000,,17.5,52.5,0.72,150.84375,155.15625,4.3125,0.9824,0.0000,,17.5,52.5,0.63,150.84375,155.125,4.28125,0.9754,0.0037,,17.5,52.5,0.66,150.875,155.09375,4.21875,0.9785,0.0034,,17.5,52.5,0.66,,26,4.3125,0.9928,0.0000,,17.5,52.5,0.63,,27,4.1875,0.9783,0.0032,,17.5,52.5,0.66,,26,4.3125,0.9928,0.0000,,17.5,52.5,0.69,,26,4.25,0.9786,0.0035,,17.5,52.5,0.69,,27,4.1875,0.9714,0.0044,,17.5,52.5,0.69,,26,4.25,0.9856,0.0000,,17.5,52.5,0.63,,31,3.9375,0.9555,0.0057,,17.5,52.5,0.63,,27,4.1875,0.9783,0.0032,,17.5,52.5,0.66,,26,4.3125,0.9928,0.0000
18,54,0.6,150.96875,155,4.03125,0.9465,0.0080,,18,54,0.69,150.875,155.125,4.25,0.9752,0.0039,,18,54,0.6,150.90625,155.03125,4.125,0.9574,0.0061,,18,54,0.63,150.9375,155.03125,4.09375,0.9639,0.0052,,18,54,0.63,,28,4.1875,0.9783,0.0032,,18,54,0.6,,29,4.0625,0.9636,0.0053,,18,54,0.63,,29,4.125,0.9710,0.0052,,18,54,0.66,,28,4.125,0.9641,0.0050,,18,54,0.66,,29,4.0625,0.9568,0.0054,,18,54,0.66,,27,4.1875,0.9783,0.0030,,18,54,0.6,,33,3.8125,0.9402,0.0069,,18,54,0.6,,29,4.0625,0.9636,0.0053,,18,54,0.63,,28,4.1875,0.9783,0.0032
18.5,55.5,0.57,151.1875,154.78125,3.59375,0.8937,0.0130,,18.5,55.5,0.66,150.9375,155.0625,4.125,0.9608,0.0065,,18.5,55.5,0.57,151.0625,154.90625,3.84375,0.9242,0.0095,,18.5,55.5,0.6,151.03125,154.9375,3.90625,0.9416,0.0080,,18.5,55.5,0.6,,30,4.0625,0.9636,0.0057,,18.5,55.5,0.57,,33,3.8125,0.9335,0.0078,,18.5,55.5,0.6,,34,3.8125,0.9335,0.0082,,18.5,55.5,0.63,,30,4,0.9494,0.0067,,18.5,55.5,0.63,,30,4,0.9494,0.0067,,18.5,55.5,0.63,,28,4.125,0.9710,0.0037,,18.5,55.5,0.57,,35,3.6875,0.9247,0.0080,,18.5,55.5,0.57,,33,3.8125,0.9335,0.0078,,18.5,55.5,0.6,,30,4.0625,0.9636,0.0057
19,57,0.54,151.5,154.4375,2.9375,0.8079,0.0173,,19,57,0.63,151.09375,154.90625,3.8125,0.9237,0.0099,,19,57,0.54,151.28125,154.6875,3.40625,0.8700,0.0128,,19,57,0.57,151.1875,154.75,3.5625,0.8992,0.0109,,19,57,0.57,,35,3.75,0.9258,0.0091,,19,57,0.54,,37,3.5625,0.9024,0.0099,,19,57,0.57,,38,3.5625,0.9024,0.0102,,19,57,0.6,,33,3.8125,0.9269,0.0085,,19,57,0.6,,33,3.8125,0.9269,0.0082,,19,57,0.6,,29,4.0625,0.9636,0.0046,,19,57,0.54,,37,3.5625,0.9089,0.0088,,19,57,0.54,,37,3.5625,0.9024,0.0099,,19,57,0.57,,35,3.75,0.9258,0.0091
19.5,58.5,0.51,151.78125,154.1875,2.40625,0.7312,0.0199,,19.5,58.5,0.6,151.25,154.75,3.5,0.8850,0.0136,,19.5,58.5,0.51,151.46875,154.5,3.03125,0.8207,0.0156,,19.5,58.5,0.54,151.34375,154.625,3.28125,0.8629,0.0134,,19.5,58.5,0.54,,41,3.375,0.8783,0.0126,,19.5,58.5,0.51,,41,3.3125,0.8701,0.0121,,19.5,58.5,0.54,,41,3.375,0.8783,0.0120,,19.5,58.5,0.57,,36,3.625,0.9038,0.0103,,19.5,58.5,0.57,,35,3.6875,0.9116,0.0094,,19.5,58.5,0.57,,31,3.9375,0.9487,0.0061,,19.5,58.5,0.51,,39,3.4375,0.8928,0.0095,,19.5,58.5,0.51,,41,3.3125,0.8701,0.0121,,19.5,58.5,0.54,,41,3.375,0.8783,0.0126
20,60,0.48,152.0625,153.90625,1.84375,0.6401,0.0208,,20,60,0.57,151.46875,154.5,3.03125,0.8236,0.0167,,20,60,0.48,151.71875,154.25,2.53125,0.7500,0.0175,,20,60,0.51,151.53125,154.4375,2.90625,0.8121,0.0153,,20,60,0.51,,48,2.9375,0.8194,0.0150,,20,60,0.48,,47,2.9375,0.8194,0.0139,,20,60,0.51,,46,3.0625,0.8367,0.0138,,20,60,0.54,,40,3.375,0.8721,0.0119,,20,60,0.54,,38,3.5,0.8881,0.0107,,20,60,0.54,,34,3.75,0.9258,0.0074,,20,60,0.48,,41,3.3125,0.8764,0.0100,,20,60,0.48,,47,2.9375,0.8194,0.0139,,20,60,0.51,,48,2.9375,0.8194,0.0150
20.5,61.5,0.45,152.25,153.6875,1.4375,0.5652,0.0203,,20.5,61.5,0.54,151.65625,154.34375,2.6875,0.7755,0.0188,,20.5,61.5,0.45,151.90625,154.0625,2.15625,0.6922,0.0183,,20.5,61.5,0.48,151.65625,154.28125,2.625,0.7718,0.0164,,20.5,61.5,0.48,,53,2.625,0.7746,0.0165,,20.5,61.5,0.45,,51,2.6875,0.7838,0.0149,,20.5,61.5,0.48,,50,2.8125,0.8018,0.0148,,20.5,61.5,0.51,,43,3.1875,0.8475,0.0128,,20.5,61.5,0.51,,41,3.3125,0.8640,0.0115,,20.5,61.5,0.51,,36,3.625,0.9103,0.0082,,20.5,61.5,0.45,,43,3.1875,0.8597,0.0104,,20.5,61.5,0.45,,51,2.6875,0.7838,0.0149,,20.5,61.5,0.48,,53,2.625,0.7746,0.0165
21,63,0.42,152.40625,153.53125,1.125,0.5000,0.0191,,21,63,0.51,151.875,154.125,2.25,0.7096,0.0201,,21,63,0.42,152.09375,153.84375,1.75,0.6236,0.0183,,21,63,0.45,151.8125,154.125,2.3125,0.7244,0.0171,,21,63,0.45,,59,2.25,0.7171,0.0176,,21,63,0.42,,56,2.375,0.7368,0.0154,,21,63,0.45,,54,2.5625,0.7653,0.0153,,21,63,0.48,,46,3,0.8222,0.0135,,21,63,0.48,,43,3.1875,0.8475,0.0120,,21,63,0.48,,38,3.5,0.8944,0.0091,,21,63,0.42,,45,3.0625,0.8427,0.0103,,21,63,0.42,,56,2.375,0.7368,0.0154,,21,63,0.45,,59,2.25,0.7171,0.0176
21.5,64.5,0.39,152.46875,153.46875,1,0.4714,0.0176,,21.5,64.5,0.48,152.03125,153.96875,1.9375,0.6585,0.0204,,21.5,64.5,0.39,152.21875,153.71875,1.5,0.5774,0.0174,,21.5,64.5,0.42,151.96875,154,2.03125,0.6790,0.0171,,21.5,64.5,0.42,,65,1.875,0.6547,0.0177,,21.5,64.5,0.39,,60,2.125,0.6969,0.0154,,21.5,64.5,0.42,,57,2.375,0.7368,0.0153,,21.5,64.5,0.45,,49,2.8125,0.7961,0.0139,,21.5,64.5,0.45,,46,3,0.8222,0.0124,,21.5,64.5,0.45,,41,3.3125,0.8701,0.0097,,21.5,64.5,0.39,,46,3,0.8341,0.0102,,21.5,64.5,0.39,,60,2.125,0.6969,0.0154,,21.5,64.5,0.42,,65,1.875,0.6547,0.0177
22,66,0.36,152.46875,153.46875,1,0.4714,0.0162,,22,66,0.45,152.1875,153.78125,1.59375,0.5972,0.0200,,22,66,0.36,152.375,153.5625,1.1875,0.5137,0.0163,,22,66,0.39,152.09375,153.875,1.78125,0.6358,0.0166,,22,66,0.39,,69,1.625,0.6094,0.0171,,22,66,0.36,,64,1.875,0.6547,0.0149,,22,66,0.39,,60,2.1875,0.7071,0.0149,,22,66,0.42,,52,2.625,0.7691,0.0139,,22,66,0.42,,48,2.875,0.8049,0.0124,,22,66,0.42,,43,3.1875,0.8536,0.0100,,22,66,0.36,,48,2.875,0.8165,0.0099,,22,66,0.36,,64,1.875,0.6547,0.0149,,22,66,0.39,,69,1.625,0.6094,0.0171
22.5,67.5,0.33,152.46875,153.46875,1,0.4714,0.0148,,22.5,67.5,0.42,152.3125,153.65625,1.34375,0.5484,0.0190,,22.5,67.5,0.33,152.40625,153.53125,1.125,0.5000,0.0148,,22.5,67.5,0.36,152.15625,153.8125,1.65625,0.6131,0.0155,,22.5,67.5,0.36,,73,1.375,0.5606,0.0160,,22.5,67.5,0.33,,66,1.75,0.6325,0.0139,,22.5,67.5,0.36,,62,2.0625,0.6866,0.0141,,22.5,67.5,0.39,,54,2.5,0.7506,0.0135,,22.5,67.5,0.39,,50,2.75,0.7872,0.0120,,22.5,67.5,0.39,,45,3.0625,0.8367,0.0100,,22.5,67.5,0.33,,49,2.8125,0.8076,0.0094,,22.5,67.5,0.33,,66,1.75,0.6325,0.0139,,22.5,67.5,0.36,,73,1.375,0.5606,0.0160
23,69,0.3,152.375,153.59375,1.21875,0.5204,0.0133,,23,69,0.39,152.40625,153.5625,1.15625,0.5087,0.0177,,23,69,0.3,152.375,153.59375,1.21875,0.5204,0.0133,,23,69,0.33,152.15625,153.78125,1.625,0.6073,0.0141,,23,69,0.33,,73,1.375,0.5606,0.0146,,23,69,0.3,,67,1.6875,0.6211,0.0126,,23,69,0.33,,63,2,0.6761,0.0130,,23,69,0.36,,56,2.375,0.7316,0.0129,,23,69,0.36,,51,2.6875,0.7782,0.0115,,23,69,0.36,,47,2.9375,0.8194,0.0098,,23,69,0.3,,50,2.75,0.7985,0.0088,,23,69,0.3,,67,1.6875,0.6211,0.0126,,23,69,0.33,,73,1.375,0.5606,0.0146
23.5,70.5,0.27,152.21875,153.71875,1.5,0.5774,0.0114,,23.5,70.5,0.36,152.40625,153.5625,1.15625,0.5087,0.0162,,23.5,70.5,0.27,152.25,153.71875,1.46875,0.5713,0.0115,,23.5,70.5,0.3,152.125,153.8125,1.6875,0.6189,0.0124,,23.5,70.5,0.3,,72,1.4375,0.5732,0.0129,,23.5,70.5,0.27,,66,1.75,0.6325,0.0110,,23.5,70.5,0.3,,63,2,0.6761,0.0117,,23.5,70.5,0.33,,57,2.3125,0.7219,0.0119,,23.5,70.5,0.33,,53,2.5625,0.7599,0.0110,,23.5,70.5,0.33,,48,2.875,0.8106,0.0094,,23.5,70.5,0.27,,51,2.6875,0.7894,0.0081,,23.5,70.5,0.27,,66,1.75,0.6325,0.0110,,23.5,70.5,0.3,,72,1.4375,0.5732,0.0129
24,72,0.24,152.03125,153.90625,1.875,0.6455,0.0092,,24,72,0.33,152.34375,153.625,1.28125,0.5355,0.0147,,24,72,0.24,152.0625,153.875,1.8125,0.6346,0.0093,,24,72,0.27,152.03125,153.90625,1.875,0.6523,0.0106,,24,72,0.27,,68,1.6875,0.6211,0.0109,,24,72,0.24,,63,1.9375,0.6655,0.0092,,24,72,0.27,,62,2.0625,0.6866,0.0103,,24,72,0.3,,57,2.3125,0.7219,0.0108,,24,72,0.3,,54,2.5,0.7506,0.0101,,24,72,0.3,,50,2.75,0.7928,0.0090,,24,72,0.24,,52,2.625,0.7802,0.0073,,24,72,0.24,,63,1.9375,0.6655,0.0092,,24,72,0.27,,68,1.6875,0.6211,0.0109
24.5,73.5,0.21,151.84375,154.125,2.28125,0.7120,0.0068,,24.5,73.5,0.3,152.25,153.71875,1.46875,0.5733,0.0128,,24.5,73.5,0.21,151.84375,154.09375,2.25,0.7071,0.0070,,24.5,73.5,0.24,151.90625,154.03125,2.125,0.6945,0.0086,,24.5,73.5,0.24,,63,2,0.6761,0.0088,,24.5,73.5,0.21,,60,2.125,0.6969,0.0074,,24.5,73.5,0.24,,61,2.125,0.6969,0.0087,,24.5,73.5,0.27,,57,2.3125,0.7219,0.0096,,24.5,73.5,0.27,,54,2.5,0.7506,0.0090,,24.5,73.5,0.27,,51,2.6875,0.7838,0.0083,,24.5,73.5,0.21,,52,2.625,0.7802,0.0064,,24.5,73.5,0.21,,60,2.125,0.6969,0.0074,,24.5,73.5,0.24,,63,2,0.6761,0.0088
25,75,0.18,151.53125,154.40625,2.875,0.7993,0.0044,,25,75,0.27,152.09375,153.875,1.78125,0.6313,0.0108,,25,75,0.18,151.59375,154.34375,2.75,0.7817,0.0047,,25,75,0.21,151.75,154.1875,2.4375,0.7438,0.0066,,25,75,0.21,,57,2.375,0.7368,0.0065,,25,75,0.18,,55,2.4375,0.7464,0.0056,,25,75,0.21,,58,2.3125,0.7270,0.0071,,25,75,0.24,,56,2.375,0.7316,0.0082,,25,75,0.24,,54,2.5,0.7506,0.0078,,25,75,0.24,,52,2.625,0.7746,0.0075,,25,75,0.18,,53,2.5625,0.7708,0.0055,,25,75,0.18,,55,2.4375,0.7464,0.0056,,25,75,0.21,,57,2.375,0.7368,0.0065
25.5,76.5,0.15,151.3125,154.65625,3.34375,0.8620,0.0024,,25.5,76.5,0.24,151.9375,154.03125,2.09375,0.6845,0.0086,,25.5,76.5,0.15,151.34375,154.59375,3.25,0.8498,0.0027,,25.5,76.5,0.18,151.59375,154.34375,2.75,0.7900,0.0047,,25.5,76.5,0.18,,50,2.8125,0.8018,0.0044,,25.5,76.5,0.15,,51,2.6875,0.7838,0.0040,,25.5,76.5,0.18,,55,2.5,0.7559,0.0055,,25.5,76.5,0.21,,55,2.4375,0.7411,0.0070,,25.5,76.5,0.21,,53,2.5625,0.7599,0.0066,,25.5,76.5,0.21,,53,2.5625,0.7653,0.0066,,25.5,76.5,0.15,,53,2.5625,0.7708,0.0045,,25.5,76.5,0.15,,51,2.6875,0.7838,0.0040,,25.5,76.5,0.18,,50,2.8125,0.8018,0.0044
26,78,0.12,151.03125,154.90625,3.875,0.9280,0.0011,,26,78,0.21,151.75,154.25,2.5,0.7480,0.0064,,26,78,0.12,151.09375,154.875,3.78125,0.9167,0.0012,,26,78,0.15,151.40625,154.5625,3.15625,0.8464,0.0030,,26,78,0.15,,43,3.25,0.8619,0.0026,,26,78,0.12,,46,3,0.8281,0.0025,,26,78,0.15,,52,2.6875,0.7838,0.0041,,26,78,0.18,,54,2.5,0.7506,0.0057,,26,78,0.18,,52,2.625,0.7691,0.0055,,26,78,0.18,,53,2.5625,0.7653,0.0056,,26,78,0.12,,53,2.5625,0.7708,0.0035,,26,78,0.12,,46,3,0.8281,0.0025,,26,78,0.15,,43,3.25,0.8619,0.0026
26.5,79.5,0.09,150.90625,155.0625,4.15625,0.9610,0.0004,,26.5,79.5,0.18,151.5625,154.4375,2.875,0.8021,0.0044,,26.5,79.5,0.09,150.9375,155.03125,4.09375,0.9538,0.0005,,26.5,79.5,0.12,151.25,154.71875,3.46875,0.8873,0.0017,,26.5,79.5,0.12,,37,3.625,0.9103,0.0013,,26.5,79.5,0.09,,40,3.375,0.8783,0.0014,,26.5,79.5,0.12,,49,2.875,0.8106,0.0028,,26.5,79.5,0.15,,52,2.625,0.7691,0.0044,,26.5,79.5,0.15,,52,2.625,0.7691,0.0045,,26.5,79.5,0.15,,53,2.5625,0.7653,0.0045,,26.5,79.5,0.09,,53,2.5625,0.7708,0.0025,,26.5,79.5,0.09,,40,3.375,0.8783,0.0014,,26.5,79.5,0.12,,37,3.625,0.9103,0.0013
27,81,0.06,150.8125,155.15625,4.34375,0.9825,0.0000,,27,81,0.15,151.34375,154.625,3.28125,0.8569,0.0027,,27,81,0.06,150.84375,155.125,4.28125,0.9754,0.0002,,27,81,0.09,151.09375,154.875,3.78125,0.9264,0.0009,,27,81,0.09,,32,3.9375,0.9487,0.0005,,27,81,0.06,,36,3.625,0.9103,0.0006,,27,81,0.09,,45,3.125,0.8452,0.0018,,27,81,0.12,,50,2.75,0.7872,0.0032,,27,81,0.12,,51,2.6875,0.7782,0.0034,,27,81,0.12,,52,2.625,0.7746,0.0035,,27,81,0.06,,53,2.5625,0.7708,0.0015,,27,81,0.06,,36,3.625,0.9103,0.0006,,27,81,0.09,,32,3.9375,0.9487,0.0005
27.5,82.5,0.03,150.78125,155.1875,4.40625,0.9895,0.0000,,27.5,82.5,0.12,151.15625,154.8125,3.65625,0.9045,0.0014,,27.5,82.5,0.03,150.8125,155.15625,4.34375,0.9825,0.0000,,27.5,82.5,0.06,151,154.96875,3.96875,0.9491,0.0004,,27.5,82.5,0.06,,28,4.1875,0.9783,0.0001,,27.5,82.5,0.03,,33,3.8125,0.9335,0.0002,,27.5,82.5,0.06,,43,3.25,0.8619,0.0010,,27.5,82.5,0.09,,48,2.875,0.8049,0.0022,,27.5,82.5,0.09,,50,2.75,0.7872,0.0024,,27.5,82.5,0.09,,52,2.625,0.7746,0.0025,,27.5,82.5,0.03,,53,2.5625,0.7708,0.0005,,27.5,82.5,0.03,,33,3.8125,0.9335,0.0002,,27.5,82.5,0.06,,28,4.1875,0.9783,0.0001
28,84,0,150.78125,155.1875,4.40625,0.9895,0.0000,,28,84,0.09,151,155,4,0.9461,0.0006,,28,84,0,150.8125,155.15625,4.34375,0.9825,0.0000,,28,84,0.03,150.9375,155.03125,4.09375,0.9639,0.0001,,28,84,0.03,,26,4.3125,0.9928,0.0000,,28,84,0,,31,3.9375,0.9487,0.0000,,28,84,0.03,,40,3.4375,0.8864,0.0003,,28,84,0.06,,47,2.9375,0.8136,0.0013,,28,84,0.06,,50,2.75,0.7872,0.0014,,28,84,0.06,,52,2.625,0.7746,0.0015,,28,84,0,,53,2.5625,0.7708,0.0000,,28,84,0,,31,3.9375,0.9487,0.0000,,28,84,0.03,,26,4.3125,0.9928,0.0000
28.5,85.5,-0.03,150.78125,155.1875,4.40625,0.9895,0.0000,,28.5,85.5,0.06,150.90625,155.09375,4.1875,0.9680,0.0002,,28.5,85.5,-0.03,150.8125,155.15625,4.34375,0.9825,0.0000,,28.5,85.5,0,150.9375,155.03125,4.09375,0.9639,0.0000,,28.5,85.5,0,,26,4.3125,0.9928,0.0000,,28.5,85.5,-0.03,,31,3.9375,0.9487,0.0001,,28.5,85.5,0,,40,3.4375,0.8864,0.0000,,28.5,85.5,0.03,,46,3,0.8222,0.0004,,28.5,85.5,0.03,,50,2.75,0.7872,0.0005,,28.5,85.5,0.03,,52,2.625,0.7746,0.0005,,28.5,85.5,-0.03,,53,2.5625,0.7708,0.0005,,28.5,85.5,-0.03,,31,3.9375,0.9487,0.0001,,28.5,85.5,0,,26,4.3125,0.9928,0.0000
29,87,-0.06,150.78125,155.15625,4.375,0.9860,0.0000,,29,87,0.03,150.84375,155.125,4.28125,0.9788,0.0001,,29,87,-0.06,150.84375,155.09375,4.25,0.9718,0.0002,,29,87,-0.03,151,154.96875,3.96875,0.9491,0.0001,,29,87,-0.03,,27,4.25,0.9856,0.0000,,29,87,-0.06,,32,3.875,0.9411,0.0005,,29,87,-0.03,,40,3.4375,0.8864,0.0003,,29,87,0,,46,3,0.8222,0.0000,,29,87,0,,50,2.75,0.7872,0.0000,,29,87,0,,52,2.625,0.7746,0.0000,,29,87,-0.06,,53,2.5625,0.7708,0.0015,,29,87,-0.06,,32,3.875,0.9411,0.0005,,29,87,-0.03,,27,4.25,0.9856,0.0000
29.5,88.5,-0.09,150.8125,155.15625,4.34375,0.9825,0.0000,,29.5,88.5,0,150.84375,155.125,4.28125,0.9788,0.0000,,29.5,88.5,-0.09,150.96875,155,4.03125,0.9465,0.0006,,29.5,88.5,-0.06,151.09375,154.875,3.78125,0.9264,0.0005,,29.5,88.5,-0.06,,29,4.125,0.9710,0.0002,,29.5,88.5,-0.09,,35,3.6875,0.9181,0.0010,,29.5,88.5,-0.06,,41,3.375,0.8783,0.0009,,29.5,88.5,-0.03,,46,3,0.8222,0.0004,,29.5,88.5,-0.03,,50,2.75,0.7872,0.0005,,29.5,88.5,-0.03,,52,2.625,0.7746,0.0005,,29.5,88.5,-0.09,,53,2.5625,0.7708,0.0025,,29.5,88.5,-0.09,,35,3.6875,0.9181,0.0010,,29.5,88.5,-0.06,,29,4.125,0.9710,0.0002
30,90,-0.12,150.90625,155.03125,4.125,0.9574,0.0006,,30,90,-0.03,150.84375,155.125,4.28125,0.9788,0.0001,,30,90,-0.12,151.15625,154.8125,3.65625,0.9014,0.0014,,30,90,-0.09,151.25,154.71875,3.46875,0.8873,0.0012,,30,90,-0.09,,33,3.875,0.9411,0.0006,,30,90,-0.12,,40,3.375,0.8783,0.0018,,30,90,-0.09,,43,3.25,0.8619,0.0016,,30,90,-0.06,,47,2.9375,0.8136,0.0013,,30,90,-0.06,,50,2.75,0.7872,0.0014,,30,90,-0.06,,52,2.625,0.7746,0.0015,,30,90,-0.12,,53,2.5625,0.7708,0.0035,,30,90,-0.12,,40,3.375,0.8783,0.0018,,30,90,-0.09,,33,3.875,0.9411,0.0006
30.5,91.5,-0.15,151.125,154.84375,3.71875,0.9091,0.0016,,30.5,91.5,-0.06,150.90625,155.09375,4.1875,0.9680,0.0002,,30.5,91.5,-0.15,151.34375,154.625,3.28125,0.8539,0.0028,,30.5,91.5,-0.12,151.375,154.59375,3.21875,0.8547,0.0023,,30.5,91.5,-0.12,,38,3.5625,0.9024,0.0015,,30.5,91.5,-0.15,,44,3.125,0.8452,0.0031,,30.5,91.5,-0.12,,45,3.125,0.8452,0.0025,,30.5,91.5,-0.09,,48,2.875,0.8049,0.0022,,30.5,91.5,-0.09,,51,2.6875,0.7782,0.0024,,30.5,91.5,-0.09,,52,2.625,0.7746,0.0025,,30.5,91.5,-0.15,,53,2.5625,0.7708,0.0045,,30.5,91.5,-0.15,,44,3.125,0.8452,0.0031,,30.5,91.5,-0.12,,38,3.5625,0.9024,0.0015
31,93,-0.18,151.4375,154.53125,3.09375,0.8292,0.0036,,31,93,-0.09,151.03125,154.9375,3.90625,0.9349,0.0007,,31,93,-0.18,151.59375,154.34375,2.75,0.7817,0.0047,,31,93,-0.15,151.59375,154.375,2.78125,0.7945,0.0037,,31,93,-0.15,,45,3.125,0.8452,0.0028,,31,93,-0.18,,49,2.8125,0.8018,0.0045,,31,93,-0.15,,49,2.875,0.8106,0.0037,,31,93,-0.12,,50,2.75,0.7872,0.0032,,31,93,-0.12,,52,2.625,0.7691,0.0035,,31,93,-0.12,,52,2.625,0.7746,0.0035,,31,93,-0.18,,53,2.5625,0.7708,0.0055,,31,93,-0.18,,49,2.8125,0.8018,0.0045,,31,93,-0.15,,45,3.125,0.8452,0.0028
31.5,94.5,-0.21,151.71875,154.21875,2.5,0.7454,0.0062,,31.5,94.5,-0.12,151.21875,154.78125,3.5625,0.8929,0.0016,,31.5,94.5,-0.21,151.8125,154.15625,2.34375,0.7217,0.0069,,31.5,94.5,-0.18,151.75,154.25,2.5,0.7532,0.0055,,31.5,94.5,-0.18,,51,2.75,0.7928,0.0046,,31.5,94.5,-0.21,,54,2.5,0.7559,0.0063,,31.5,94.5,-0.18,,52,2.6875,0.7838,0.0050,,31.5,94.5,-0.15,,51,2.6875,0.7782,0.0043,,31.5,94.5,-0.15,,53,2.5625,0.7599,0.0046,,31.5,94.5,-0.15,,52,2.625,0.7746,0.0044,,31.5,94.5,-0.21,,52,2.625,0.7802,0.0064,,31.5,94.5,-0.21,,54,2.5,0.7559,0.0063,,31.5,94.5,-0.18,,51,2.75,0.7928,0.0046
32,96,-0.24,152,153.9375,1.9375,0.6562,0.0089,,32,96,-0.15,151.4375,154.53125,3.09375,0.8321,0.0031,,32,96,-0.24,152,153.9375,1.9375,0.6562,0.0091,,32,96,-0.21,151.875,154.09375,2.21875,0.7096,0.0072,,32,96,-0.21,,57,2.375,0.7368,0.0066,,32,96,-0.24,,58,2.25,0.7171,0.0082,,32,96,-0.21,,56,2.4375,0.7464,0.0066,,32,96,-0.18,,53,2.5625,0.7599,0.0055,,32,96,-0.18,,53,2.5625,0.7599,0.0057,,32,96,-0.18,,52,2.625,0.7746,0.0054,,32,96,-0.24,,52,2.625,0.7802,0.0073,,32,96,-0.24,,58,2.25,0.7171,0.0082,,32,96,-0.21,,57,2.375,0.7368,0.0066
