4.40860215053763,2,4.41331867057674,4.41331867057674
4.40860215053763,4,4.41375855327468,4.41375855327468
4.40860215053763,6,4.40791788856305,4.40791788856305
4.40860215053763,8,4.39665200391007,4.39665200391007
4.3841642228739,10,4.39188660801564,4.39188660801564
4.39882697947214,12,4.38680351906158,4.38680351906158
4.37438905180841,14,4.386119257087,4.386119257087
4.3841642228739,16,4.38120723362659,4.38120723362659
4.37438905180841,18,4.37893450635386,4.37893450635386
4.37927663734115,20,4.36928152492669,4.36928152492669
4.34017595307918,22,4.36317204301075,4.36317204301075
4.33528836754643,24,4.35879765395894,4.35879765395894
4.33040078201368,26,4.35197947214076,4.35197947214076
4.34017595307918,28,4.34396383186706,4.34396383186706
4.32062561094819,30,4.32101661779081,4.32101661779081
4.29618768328446,32,4.32148093841642,4.32148093841642
4.30596285434995,34,4.32299608993157,4.32299608993157
4.34995112414467,36,4.32350928641251,4.32350928641251
4.33528836754643,38,4.32157869012708,4.32157869012708
4.3010752688172,40,4.32253176930596,4.32253176930596
4.33528836754643,42,4.3235826001955,4.3235826001955
4.35483870967742,44,4.32942326490714,4.32942326490714
4.34995112414467,46,4.33739002932551,4.33739002932551
4.33040078201368,48,4.34689638318671,4.34689638318671
4.39393939393939,50,4.3566715542522,4.3566715542522
4.40371456500489,52,4.36319648093842,4.36319648093842
4.40860215053763,54,4.37084555229717,4.37084555229717
4.40371456500489,56,4.37546432062561,4.37546432062561
4.38905180840665,58,4.37746823069404,4.37746823069404
4.40371456500489,60,4.38211143695015,4.38211143695015
4.41348973607038,62,4.39147116324536,4.39147116324536
4.42326490713587,64,4.40163734115347,4.40163734115347
4.41348973607038,66,4.40840664711633,4.40840664711633
4.42815249266862,68,4.41722873900293,4.41722873900293
4.47702834799609,70,4.42905669599218,4.42905669599218
4.47702834799609,72,4.43848973607038,4.43848973607038
4.44770283479961,74,4.4530303030303,4.4530303030303
4.47214076246334,76,4.46016617790811,4.46016617790811
0,78,0,0
0,80,0,0
0,82,0,0
0,84,0,0
