Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80
30,3,-0.1524,152.75,151.21875,-1.53125,-0.6069769787,-0.0197696591,NaN,15,1.5,0.6096,150.0625,153.90625,3.84375,0.9616714772,0.003436560187,NaN,15,1.5,0.6096,149.84375,154.125,4.28125,0.9753916592,0.002237878518,NaN,15,1.5,0.762,149.78125,154.21875,4.4375,0.993031274,0.000813507602,NaN,15,1.5,0.762,149.8125,154.1875,4.375,0.9860132972,0.001621225472,NaN,15,1.5,0.762,149.875,154.125,4.25,0.9718253158,0.003218789415,NaN,15,1.5,0.762,149.9375,154,4.0625,0.9501461876,0.005568447185,NaN,15,1.5,0.762,149.9375,154.0625,4.125,0.9574271078,0.004791639922,NaN,15,1.5,0.762,149.96875,154,4.03125,0.9464847243,0.005954381762
31,3.1,-0.2032,152.6875,151.25,-1.4375,-0.5881025945,-0.02650189886,NaN,16,1.6,0.5588,150.3125,153.6875,3.375,0.9011271138,0.007584550818,NaN,16,1.6,0.5588,150.0625,153.875,3.8125,0.9204467514,0.006233373989,NaN,16,1.6,0.7112,149.8125,154.1875,4.375,0.9860132972,0.001509416819,NaN,16,1.6,0.7112,149.84375,154.125,4.28125,0.9753916592,0.002627074782,NaN,16,1.6,0.7112,149.90625,154.0625,4.15625,0.9610468829,0.004097300878,NaN,16,1.6,0.7112,150,154,4,0.9428090416,0.005901496843,NaN,16,1.6,0.7112,150,154,4,0.9428090416,0.005901496843,NaN,16,1.6,0.7112,150,153.96875,3.96875,0.9391189725,0.006257684368
32,3.2,-0.254,152.625,151.3125,-1.3125,-0.5619514869,-0.03202256948,NaN,17,1.7,0.508,150.6875,153.3125,2.625,0.7947194142,0.0125650032,NaN,17,1.7,0.508,150.5,153.5,3,0.8164965809,0.0115398306,NaN,17,1.7,0.6604,149.84375,154.15625,4.3125,0.9789450104,0.002088818183,NaN,17,1.7,0.6604,149.875,154.0625,4.1875,0.9646530752,0.003455493648,NaN,17,1.7,0.6604,150,154,4,0.9428090416,0.005464348929,NaN,17,1.7,0.6604,150.0625,153.875,3.8125,0.9204467514,0.007420683321,NaN,17,1.7,0.6604,150.03125,153.9375,3.90625,0.9316949906,0.006449315543,NaN,17,1.7,0.6604,150.0625,153.9375,3.875,0.9279607271,0.006774640083
33,3.3,-0.3048,152.625,151.34375,-1.28125,-0.5552212862,-0.03850332955,NaN,18,1.8,0.4572,151.125,152.875,1.75,0.6488856845,0.01570048082,NaN,18,1.8,0.4572,151.0625,152.875,1.8125,0.6346477588,0.01597867449,NaN,18,1.8,0.6096,149.9375,154.0625,4.125,0.9574271078,0.003800266145,NaN,18,1.8,0.6096,150,154,4,0.9428090416,0.005027201014,NaN,18,1.8,0.6096,150.0625,153.90625,3.84375,0.9242113755,0.006530560725,NaN,18,1.8,0.6096,150.1875,153.8125,3.625,0.8975274679,0.008574925473,NaN,18,1.8,0.6096,150.125,153.875,3.75,0.9128709292,0.007415622222,NaN,18,1.8,0.6096,150.125,153.875,3.75,0.9128709292,0.007415622222
34,3.4,-0.3556,152.46875,151.5,-0.96875,-0.4827863987,-0.0377245679,NaN,19,1.9,0.4064,151.5,152.5,1,0.4905114716,0.01519574998,NaN,19,1.9,0.4064,151.46875,152.5,1.03125,0.4787135539,0.0151736729,NaN,19,1.9,0.5588,150.03125,153.9375,3.90625,0.9316949906,0.005417425056,NaN,19,1.9,0.5588,150.125,153.875,3.75,0.9128709292,0.006770785507,NaN,19,1.9,0.5588,150.1875,153.8125,3.625,0.8975274679,0.007829279779,NaN,19,1.9,0.5588,150.25,153.75,3.5,0.8819171037,0.008865053452,NaN,19,1.9,0.5588,150.1875,153.8125,3.625,0.8975274679,0.007829279779,NaN,19,1.9,0.5588,150.1875,153.8125,3.625,0.8975274679,0.007829279779
35,3.5,-0.4064,152.0625,151.875,-0.1875,-0.2123976976,-0.01565789831,NaN,20,2,0.3556,151.75,152.21875,0.46875,0.3358302471,0.01175410474,NaN,20,2,0.3556,151.75,152.1875,0.4375,0.3118047822,0.01130798116,NaN,20,2,0.508,150.25,153.75,3.5,0.8819171037,0.008020762647,NaN,20,2,0.508,150.25,153.75,3.5,0.8819171037,0.008020762647,NaN,20,2,0.508,150.28125,153.6875,3.40625,0.8700255424,0.008709453789,NaN,20,2,0.508,150.3125,153.65625,3.34375,0.8620067027,0.00916156226,NaN,20,2,0.508,150.25,153.75,3.5,0.8819171037,0.008020762647,NaN,20,2,0.508,150.21875,153.75,3.53125,0.8858454844,0.007788466815
36,3.6,-0.4572,151.90625,152.0625,0.15625,0.1938916836,0.01077082095,NaN,21,2.1,0.3048,151.9375,152.03125,0.09375,0.1501878523,0.00569111981,NaN,21,2.1,0.3048,151.96875,152.03125,0.0625,0.1178511302,0.004635703179,NaN,21,2.1,0.4572,150.5,153.5,3,0.8164965809,0.01032511159,NaN,21,2.1,0.4572,150.40625,153.5625,3.15625,0.8374896351,0.009379004178,NaN,21,2.1,0.4572,150.375,153.625,3.25,0.8498365856,0.008794188721,NaN,21,2.1,0.4572,150.40625,153.5625,3.15625,0.8374896351,0.009379004178,NaN,21,2.1,0.4572,150.3125,153.6875,3.375,0.8660254038,0.007995567821,NaN,21,2.1,0.4572,150.25,153.71875,3.46875,0.8779711461,0.007383104217
37,3.7,-0.508,151.28125,152.6875,1.40625,0.5816750507,0.01874110121,NaN,22,2.2,0.254,152.0625,151.9375,-0.125,-0.1734219939,-0.00742417517,NaN,22,2.2,0.254,152.0625,151.875,-0.1875,-0.2123976976,-0.009394738988,NaN,22,2.2,0.4064,150.75,153.25,2.5,0.7453559925,0.01154079611,NaN,22,2.2,0.4064,150.5625,153.4375,2.875,0.7993052539,0.00975410063,NaN,22,2.2,0.4064,150.5,153.5,3,0.8164965809,0.009110392578,NaN,22,2.2,0.4064,150.4375,153.5,3.0625,0.8249579114,0.008780370444,NaN,22,2.2,0.4064,150.34375,153.625,3.28125,0.8539125638,0.00758516149,NaN,22,2.2,0.4064,150.3125,153.65625,3.34375,0.8620067027,0.007232812311
38,3.8,-0.5588,150.3125,153.71875,3.40625,0.9052893859,0.007298820405,NaN,23,2.3,0.2032,152.125,151.875,-0.25,-0.2452557358,-0.008666087415,NaN,23,2.3,0.2032,152.125,151.84375,-0.28125,-0.2601329909,-0.009301589251,NaN,23,2.3,0.3556,150.9375,153,2.0625,0.6770032004,0.01152337234,NaN,23,2.3,0.3556,150.6875,153.25,2.5625,0.7546154282,0.009758062326,NaN,23,2.3,0.3556,150.5625,153.40625,2.84375,0.7949493345,0.00858996288,NaN,23,2.3,0.3556,150.5,153.4375,2.9375,0.8079466429,0.008177023346,NaN,23,2.3,0.3556,150.375,153.5625,3.1875,0.8416254115,0.007024169664,NaN,23,2.3,0.3556,150.375,153.625,3.25,0.8498365856,0.006724967846
39,3.9,-0.6096,150.09375,153.875,3.78125,0.9538209665,0.004106641973,NaN,24,2.4,0.1524,152.15625,151.8125,-0.34375,-0.2875878421,-0.007505241914,NaN,24,2.4,0.1524,152.1875,151.75,-0.4375,-0.3244428423,-0.008709409764,NaN,24,2.4,0.3048,151.125,152.875,1.75,0.6236095645,0.01046625552,NaN,24,2.4,0.3048,150.8125,153.125,2.3125,0.7168604389,0.009050553815,NaN,24,2.4,0.3048,150.65625,153.3125,2.65625,0.7682953714,0.007937850459,NaN,24,2.4,0.3048,150.59375,153.375,2.78125,0.7861650943,0.007496047734,NaN,24,2.4,0.3048,150.4375,153.5625,3.125,0.8333333333,0.006193091411,NaN,24,2.4,0.3048,150.375,153.625,3.25,0.8498365856,0.005690357408
40,4,-0.6604,150.0625,153.9375,3.875,0.9655727974,0.003368790997,NaN,25,2.5,0.1016,152.1875,151.78125,-0.40625,-0.3126409457,-0.0049906873,NaN,25,2.5,0.1016,152.1875,151.75,-0.4375,-0.3244428423,-0.005225645858,NaN,25,2.5,0.254,151.25,152.6875,1.4375,0.5651941653,0.00896567195,NaN,25,2.5,0.254,150.9375,153.03125,2.09375,0.682112731,0.007910776262,NaN,25,2.5,0.254,150.75,153.25,2.5,0.7453559925,0.006924477667,NaN,25,2.5,0.254,150.625,153.34375,2.71875,0.7772815878,0.006315741019,NaN,25,2.5,0.254,150.46875,153.5,3.03125,0.8207381501,0.005367626716,NaN,25,2.5,0.254,150.4375,153.5625,3.125,0.8333333333,0.005067074791
41,4.1,-0.7112,150.0625,153.9375,3.875,0.9655727974,0.003638294277,NaN,26,2.6,0.0508,152.1875,151.78125,-0.40625,-0.3126409457,-0.001663562433,NaN,26,2.6,0.0508,152.1875,151.75,-0.4375,-0.3244428423,-0.001741881953,NaN,26,2.6,0.2032,151.40625,152.5625,1.15625,0.5068968775,0.007092554967,NaN,26,2.6,0.2032,151.03125,152.9375,1.90625,0.6508541397,0.00644816156,NaN,26,2.6,0.2032,150.78125,153.1875,2.40625,0.7312470323,0.005576513101,NaN,26,2.6,0.2032,150.6875,153.3125,2.625,0.7637626158,0.005119792546,NaN,26,2.6,0.2032,150.5,153.5,3,0.8164965809,0.004251516536,NaN,26,2.6,0.2032,150.4375,153.53125,3.09375,0.8291561976,0.004019582268
42,4.2,-0.762,150.0625,153.9375,3.875,0.9655727974,0.003907797556,NaN,27,2.7,0,152.1875,151.78125,-0.40625,-0.3126409457,0,NaN,27,2.7,0,152.1875,151.75,-0.4375,-0.3244428423,0,NaN,27,2.7,0.1524,151.5,152.5,1,0.4714045208,0.005050501374,NaN,27,2.7,0.1524,151.09375,152.875,1.78125,0.6291528696,0.004728990162,NaN,27,2.7,0.1524,150.8125,153.125,2.3125,0.7168604389,0.004113888098,NaN,27,2.7,0.1524,150.6875,153.28125,2.59375,0.7592027983,0.003705327006,NaN,27,2.7,0.1524,150.5625,153.4375,2.875,0.7993052539,0.003251366877,NaN,27,2.7,0.1524,150.46875,153.5,3.03125,0.8207381501,0.002982014842
43,4.3,-0.8128,150.0625,153.9375,3.875,0.9655727974,0.004177300836,NaN,28,2.8,-0.0508,152.1875,151.78125,-0.40625,-0.3126409457,-0.001663562433,NaN,28,2.8,-0.0508,152.1875,151.75,-0.4375,-0.3244428423,-0.001741881953,NaN,28,2.8,0.1016,151.5625,152.40625,0.84375,0.4330127019,0.002985674934,NaN,28,2.8,0.1016,151.1875,152.8125,1.625,0.6009252126,0.002916374371,NaN,28,2.8,0.1016,150.875,153.0625,2.1875,0.6972166888,0.002567250602,NaN,28,2.8,0.1016,150.71875,153.25,2.53125,0.75,0.002280183656,NaN,28,2.8,0.1016,150.5625,153.4375,2.875,0.7993052539,0.001950820126,NaN,28,2.8,0.1016,150.46875,153.5,3.03125,0.8207381501,0.001789208905
44,4.4,-0.8636,150.0625,153.9375,3.875,0.9655727974,0.004446804116,NaN,29,2.9,-0.1016,152.1875,151.78125,-0.40625,-0.3126409457,-0.0049906873,NaN,29,2.9,-0.1016,152.1875,151.75,-0.4375,-0.3244428423,-0.005225645858,NaN,29,2.9,0.0508,151.625,152.375,0.75,0.4082482905,0.0009792897247,NaN,29,2.9,0.0508,151.21875,152.75,1.53125,0.5833333333,0.0009852645427,NaN,29,2.9,0.0508,150.90625,153.0625,2.15625,0.6922186552,0.0008636402884,NaN,29,2.9,0.0508,150.71875,153.25,2.53125,0.75,0.0007600612186,NaN,29,2.9,0.0508,150.5625,153.40625,2.84375,0.7949493345,0.0006607663754,NaN,29,2.9,0.0508,150.5,153.5,3,0.8164965809,0.0006073595052
45,4.5,-0.9144,150.0625,153.9375,3.875,0.9655727974,0.004716307396,NaN,30,3,-0.1524,152.15625,151.8125,-0.34375,-0.2875878421,-0.007505241914,NaN,30,3,-0.1524,152.1875,151.75,-0.4375,-0.3244428423,-0.008709409764,NaN,30,3,0,151.625,152.375,0.75,0.4082482905,0,NaN,30,3,0,151.25,152.75,1.5,0.5773502692,0,NaN,30,3,0,150.9375,153.0625,2.125,0.6871842709,0,NaN,30,3,0,150.71875,153.25,2.53125,0.75,0,NaN,30,3,0,150.59375,153.40625,2.8125,0.790569415,0,NaN,30,3,0,150.5,153.5,3,0.8164965809,0
46,4.6,-0.9652,150.0625,153.9375,3.875,0.9655727974,0.004985810675,NaN,31,3.1,-0.2032,152.125,151.84375,-0.28125,-0.2601329909,-0.009301589251,NaN,31,3.1,-0.2032,152.1875,151.78125,-0.40625,-0.3126409457,-0.01164493703,NaN,31,3.1,-0.0508,151.625,152.375,0.75,0.4082482905,0.0009792897247,NaN,31,3.1,-0.0508,151.25,152.75,1.5,0.5773502692,0.0009891616514,NaN,31,3.1,-0.0508,150.9375,153.0625,2.125,0.6871842709,0.0008713830224,NaN,31,3.1,-0.0508,150.6875,153.28125,2.59375,0.7592027983,0.0007410654013,NaN,31,3.1,-0.0508,150.5625,153.4375,2.875,0.7993052539,0.0006502733753,NaN,31,3.1,-0.0508,150.5,153.5,3,0.8164965809,0.0006073595052
47,4.7,-1.016,150.0625,153.9375,3.875,0.9655727974,0.005255313955,NaN,32,3.2,-0.254,152.0625,151.90625,-0.15625,-0.1938916836,-0.008445277408,NaN,32,3.2,-0.254,152.15625,151.78125,-0.375,-0.3003757046,-0.01425028205,NaN,32,3.2,-0.1016,151.625,152.375,0.75,0.4082482905,0.002937869174,NaN,32,3.2,-0.1016,151.1875,152.8125,1.625,0.6009252126,0.002916374371,NaN,32,3.2,-0.1016,150.90625,153.09375,2.1875,0.6972166888,0.002567250602,NaN,32,3.2,-0.1016,150.65625,153.3125,2.65625,0.7682953714,0.002164868307,NaN,32,3.2,-0.1016,150.5625,153.4375,2.875,0.7993052539,0.001950820126,NaN,32,3.2,-0.1016,150.5,153.5,3,0.8164965809,0.001822078516
48,4.8,-1.0668,150.0625,153.9375,3.875,0.9655727974,0.005524817235,NaN,33,3.3,-0.3048,152,152,0,0,0,NaN,33,3.3,-0.3048,152.0625,151.875,-0.1875,-0.2123976976,-0.01148245876,NaN,33,3.3,-0.1524,151.53125,152.4375,0.90625,0.4487637339,0.005013867365,NaN,33,3.3,-0.1524,151.125,152.875,1.75,0.6236095645,0.004757388872,NaN,33,3.3,-0.1524,150.875,153.125,2.25,0.7071067812,0.0041977022,NaN,33,3.3,-0.1524,150.625,153.375,2.75,0.78173596,0.003458275481,NaN,33,3.3,-0.1524,150.53125,153.46875,2.9375,0.8079466429,0.003145008979,NaN,33,3.3,-0.1524,150.4375,153.5625,3.125,0.8333333333,0.002815041551
49,4.9,-1.1176,150.0625,153.9375,3.875,0.9655727974,0.005794320515,NaN,34,3.4,-0.3556,151.78125,152.1875,0.40625,0.3126409457,0.0113245295,NaN,34,3.4,-0.3556,151.9375,152.0625,0.125,0.1734219939,0.007554029462,NaN,34,3.4,-0.2032,151.4375,152.4375,1,0.4714045208,0.007070701923,NaN,34,3.4,-0.2032,151.0625,152.9375,1.875,0.6454972244,0.006493208682,NaN,34,3.4,-0.2032,150.8125,153.1875,2.375,0.7264831573,0.005638388107,NaN,34,3.4,-0.2032,150.5625,153.4375,2.875,0.7993052539,0.004551913627,NaN,34,3.4,-0.2032,150.46875,153.5,3.03125,0.8207381501,0.004174820779,NaN,34,3.4,-0.2032,150.4375,153.5625,3.125,0.8333333333,0.003941058171
50,5,-1.1684,150.0625,153.9375,3.875,0.9655727974,0.006063823794,NaN,35,3.5,-0.4064,151.4375,152.53125,1.09375,0.512989176,0.01519096545,NaN,35,3.5,-0.4064,151.5625,152.4375,0.875,0.4588314677,0.01509816931,NaN,35,3.5,-0.254,151.3125,152.65625,1.34375,0.5464532104,0.009042008063,NaN,35,3.5,-0.254,151,153.0625,2.0625,0.6770032004,0.00797771931,NaN,35,3.5,-0.254,150.71875,153.25,2.53125,0.75,0.006840550968,NaN,35,3.5,-0.254,150.5,153.5,3,0.8164965809,0.005466235547,NaN,35,3.5,-0.254,150.4375,153.5625,3.125,0.8333333333,0.005067074791,NaN,35,3.5,-0.254,150.375,153.59375,3.21875,0.8457409638,0.00475968039
51,5.1,-1.2192,150,154,4,0.9810229432,0.003546934609,NaN,36,3.6,-0.4572,151.28125,152.71875,1.4375,0.5881025945,0.01669315303,NaN,36,3.6,-0.4572,151.375,152.5625,1.1875,0.5345224838,0.01714592458,NaN,36,3.6,-0.3048,151.1875,152.8125,1.625,0.6009252126,0.01069337269,NaN,36,3.6,-0.3048,150.8125,153.125,2.3125,0.7168604389,0.009050553815,NaN,36,3.6,-0.3048,150.625,153.375,2.75,0.78173596,0.007608206059,NaN,36,3.6,-0.3048,150.4375,153.5625,3.125,0.8333333333,0.006193091411,NaN,36,3.6,-0.3048,150.40625,153.59375,3.1875,0.8416254115,0.005943528178,NaN,36,3.6,-0.3048,150.375,153.625,3.25,0.8498365856,0.005690357408
52,5.2,-1.27,150,154,4,0.9810229432,0.003697867996,NaN,37,3.7,-0.508,150.8125,153.1875,2.375,0.755928946,0.01421013339,NaN,37,3.7,-0.508,150.84375,153.125,2.28125,0.7408590827,0.01478674229,NaN,37,3.7,-0.3556,151,153,2,0.6666666667,0.01171057285,NaN,37,3.7,-0.3556,150.6875,153.28125,2.59375,0.7592027983,0.009633850217,NaN,37,3.7,-0.3556,150.53125,153.4375,2.90625,0.8036375634,0.008315900696,NaN,37,3.7,-0.3556,150.34375,153.625,3.28125,0.8539125638,0.006573806624,NaN,37,3.7,-0.3556,150.375,153.65625,3.28125,0.8539125638,0.006573806624,NaN,37,3.7,-0.3556,150.3125,153.6875,3.375,0.8660254038,0.006114257746
53,5.3,-1.3208,150,154,4,0.9810229432,0.003848801384,NaN,38,3.8,-0.5588,150.3125,153.6875,3.375,0.9011271138,0.007584550818,NaN,38,3.8,-0.5588,150.1875,153.78125,3.59375,0.9298718482,0.005551138834,NaN,38,3.8,-0.4064,150.75,153.25,2.5,0.7453559925,0.01154079611,NaN,38,3.8,-0.4064,150.53125,153.4375,2.90625,0.8036375634,0.009595270034,NaN,38,3.8,-0.4064,150.40625,153.59375,3.1875,0.8416254115,0.008104811151,NaN,38,3.8,-0.4064,150.25,153.75,3.5,0.8819171037,0.006332181037,NaN,38,3.8,-0.4064,150.28125,153.71875,3.4375,0.8740073735,0.006695743167,NaN,38,3.8,-0.4064,150.25,153.75,3.5,0.8819171037,0.006332181037
54,5.4,-1.3716,150,154,4,0.9810229432,0.003999734772,NaN,39,3.9,-0.6096,150.125,153.9375,3.8125,0.9577542655,0.003772351024,NaN,39,3.9,-0.6096,149.9375,154.0625,4.125,0.9962335083,0.0003498430902,NaN,39,3.9,-0.4572,150.5,153.4375,2.9375,0.8079466429,0.01069303053,NaN,39,3.9,-0.4572,150.375,153.625,3.25,0.8498365856,0.008794188721,NaN,39,3.9,-0.4572,150.25,153.75,3.5,0.8819171037,0.007176471842,NaN,39,3.9,-0.4572,150.1875,153.8125,3.625,0.8975274679,0.006337988393,NaN,39,3.9,-0.4572,150.25,153.75,3.5,0.8819171037,0.007176471842,NaN,39,3.9,-0.4572,150.1875,153.8125,3.625,0.8975274679,0.006337988393
55,5.5,-1.4224,150,154,4,0.9810229432,NaN,NaN,40,4,-0.6604,150.03125,153.96875,3.9375,0.9733285268,0.002630835947,NaN,40,4,-0.6604,149.84375,154.15625,4.3125,1.018623574,NaN,NaN,40,4,-0.508,150.3125,153.6875,3.375,0.8660254038,0.008936222859,NaN,40,4,-0.508,150.25,153.75,3.5,0.8819171037,0.008020762647,NaN,40,4,-0.508,150.1875,153.8125,3.625,0.8975274679,0.007083634086,NaN,40,4,-0.508,150.125,153.875,3.75,0.9128709292,0.006125948792,NaN,40,4,-0.508,150.1875,153.8125,3.625,0.8975274679,0.007083634086,NaN,40,4,-0.508,150.15625,153.84375,3.6875,0.9052317076,0.006607295274
56,5.6,-1.4732,150,154,4,0.9810229432,NaN,NaN,41,4.1,-0.7112,150.03125,153.96875,3.9375,0.9733285268,0.002841302822,NaN,41,4.1,-0.7112,149.84375,154.15625,4.3125,1.018623574,NaN,NaN,41,4.1,-0.5588,150.0625,153.875,3.8125,0.9204467514,0.006233373989,NaN,41,4.1,-0.5588,150.09375,153.90625,3.8125,0.9204467514,0.006233373989,NaN,41,4.1,-0.5588,150.09375,153.90625,3.8125,0.9204467514,0.006233373989,NaN,41,4.1,-0.5588,150.03125,153.96875,3.9375,0.9354143467,0.005142883421,NaN,41,4.1,-0.5588,150.09375,153.90625,3.8125,0.9204467514,0.006233373989,NaN,41,4.1,-0.5588,150.09375,153.90625,3.8125,0.9204467514,0.006233373989
57,5.7,-1.524,150,154,4,0.9810229432,NaN,NaN,42,4.2,-0.762,150.03125,153.96875,3.9375,0.9733285268,0.003051769698,NaN,42,4.2,-0.762,149.8125,154.15625,4.34375,1.022307577,NaN,NaN,42,4.2,-0.6096,149.9375,154.0625,4.125,0.9574271078,0.003800266145,NaN,42,4.2,-0.6096,149.96875,154,4.03125,0.9464847243,0.004722440708,NaN,42,4.2,-0.6096,150,154,4,0.9428090416,0.005027201014,NaN,42,4.2,-0.6096,149.96875,154.03125,4.0625,0.9501461876,0.004416354664,NaN,42,4.2,-0.6096,150.03125,153.96875,3.9375,0.9354143467,0.005632681842,NaN,42,4.2,-0.6096,150.0625,153.9375,3.875,0.9279607271,0.006232668877
58,5.8,-1.5748,150,154,4,0.9810229432,NaN,NaN,43,4.3,-0.8128,150.03125,153.96875,3.9375,0.9733285268,0.003262236574,NaN,43,4.3,-0.8128,149.8125,154.1875,4.375,1.025978352,NaN,NaN,43,4.3,-0.6604,149.875,154.125,4.25,0.9718253158,0.002774818461,NaN,43,4.3,-0.6604,149.90625,154.125,4.21875,0.9682458366,0.003115829066,NaN,43,4.3,-0.6604,149.9375,154.0625,4.125,0.9574271078,0.00413072407,NaN,43,4.3,-0.6604,149.90625,154.0625,4.15625,0.9610468829,0.003793797109,NaN,43,4.3,-0.6604,150,154,4,0.9428090416,0.005464348929,NaN,43,4.3,-0.6604,150,154,4,0.9428090416,0.005464348929
59,5.9,-1.6256,150,154,4,0.9810229432,NaN,NaN,44,4.4,-0.8636,150.03125,153.96875,3.9375,0.9733285268,0.003472703449,NaN,44,4.4,-0.8636,149.8125,154.1875,4.375,1.025978352,NaN,NaN,44,4.4,-0.7112,149.84375,154.1875,4.34375,0.9824855102,0.001883365932,NaN,44,4.4,-0.7112,149.875,154.15625,4.28125,0.9753916592,0.002627074782,NaN,44,4.4,-0.7112,149.875,154.125,4.25,0.9718253158,0.002996803938,NaN,44,4.4,-0.7112,149.875,154.125,4.25,0.9718253158,0.002996803938,NaN,44,4.4,-0.7112,149.9375,154.0625,4.125,0.9574271078,0.004461181996,NaN,44,4.4,-0.7112,149.9375,154.0625,4.125,0.9574271078,0.004461181996
60,6,-1.6764,150,154,4,0.9810229432,NaN,NaN,45,4.5,-0.9144,150.03125,153.96875,3.9375,0.9733285268,0.003683170325,NaN,45,4.5,-0.9144,149.8125,154.1875,4.375,1.025978352,NaN,NaN,45,4.5,-0.762,149.8125,154.1875,4.375,0.9860132972,0.001621225472,NaN,45,4.5,-0.762,149.8125,154.1875,4.375,0.9860132972,0.001621225472,NaN,45,4.5,-0.762,149.875,154.15625,4.28125,0.9753916592,0.002821672914,NaN,45,4.5,-0.762,149.84375,154.15625,4.3125,0.9789450104,0.002423029092,NaN,45,4.5,-0.762,149.875,154.125,4.25,0.9718253158,0.003218789415,NaN,45,4.5,-0.762,149.9375,154.0625,4.125,0.9574271078,0.004791639922
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,4.6,-0.9652,150.03125,153.96875,3.9375,0.9733285268,0.003893637201,NaN,46,4.6,-0.9652,149.8125,154.1875,4.375,1.025978352,NaN,NaN,46,4.6,-0.8128,149.8125,154.1875,4.375,0.9860132972,0.001733034125,NaN,46,4.6,-0.8128,149.8125,154.1875,4.375,0.9860132972,0.001733034125,NaN,46,4.6,-0.8128,149.84375,154.1875,4.34375,0.9824855102,0.002162383107,NaN,46,4.6,-0.8128,149.8125,154.1875,4.375,0.9860132972,0.001733034125,NaN,46,4.6,-0.8128,149.875,154.125,4.25,0.9718253158,0.003440774891,NaN,46,4.6,-0.8128,149.875,154.125,4.25,0.9718253158,0.003440774891
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47,4.7,-1.016,150.03125,153.96875,3.9375,0.9733285268,0.004104104077,NaN,47,4.7,-1.016,149.8125,154.1875,4.375,1.025978352,NaN,NaN,47,4.7,-0.8636,149.8125,154.1875,4.375,0.9860132972,0.001844842778,NaN,47,4.7,-0.8636,149.8125,154.1875,4.375,0.9860132972,0.001844842778,NaN,47,4.7,-0.8636,149.8125,154.1875,4.375,0.9860132972,0.001844842778,NaN,47,4.7,-0.8636,149.8125,154.1875,4.375,0.9860132972,0.001844842778,NaN,47,4.7,-0.8636,149.84375,154.15625,4.3125,0.9789450104,0.002757240001,NaN,47,4.7,-0.8636,149.875,154.125,4.25,0.9718253158,0.003662760368
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,4.8,-1.0668,150,154,4,0.9810229432,0.003094134446,NaN,48,4.8,-1.0668,149.8125,154.1875,4.375,1.025978352,NaN,NaN,48,4.8,-0.9144,149.78125,154.21875,4.4375,0.993031274,0.0009818195197,NaN,48,4.8,-0.9144,149.8125,154.1875,4.375,0.9860132972,0.001956651432,NaN,48,4.8,-0.9144,149.8125,154.1875,4.375,0.9860132972,0.001956651432,NaN,48,4.8,-0.9144,149.8125,154.1875,4.375,0.9860132972,0.001956651432,NaN,48,4.8,-0.9144,149.84375,154.1875,4.34375,0.9824855102,0.002441400282,NaN,48,4.8,-0.9144,149.84375,154.15625,4.3125,0.9789450104,0.002924345456
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49,4.9,-1.1176,150,154,4,0.9810229432,0.003245067834,NaN,49,4.9,-1.1176,149.8125,154.1875,4.375,1.025978352,NaN,NaN,49,4.9,-0.9652,149.78125,154.21875,4.4375,0.993031274,0.001037923492,NaN,49,4.9,-0.9652,149.8125,154.1875,4.375,0.9860132972,0.002068460085,NaN,49,4.9,-0.9652,149.8125,154.1875,4.375,0.9860132972,0.002068460085,NaN,49,4.9,-0.9652,149.8125,154.1875,4.375,0.9860132972,0.002068460085,NaN,49,4.9,-0.9652,149.8125,154.1875,4.375,0.9860132972,0.002068460085,NaN,49,4.9,-0.9652,149.84375,154.15625,4.3125,0.9789450104,0.00309145091
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,5,-1.1684,150,154,4,0.9810229432,0.003396001221,NaN,50,5,-1.1684,149.8125,154.1875,4.375,1.025978352,NaN,NaN,50,5,-1.016,149.78125,154.21875,4.4375,0.993031274,0.001094027465,NaN,50,5,-1.016,149.8125,154.1875,4.375,0.9860132972,0.002180268738,NaN,50,5,-1.016,149.8125,154.21875,4.40625,0.9895285073,0.001638131702,NaN,50,5,-1.016,149.8125,154.1875,4.375,0.9860132972,0.002180268738,NaN,50,5,-1.016,149.8125,154.1875,4.375,0.9860132972,0.002180268738,NaN,50,5,-1.016,149.84375,154.1875,4.34375,0.9824855102,0.002720417458
