Time,Voltage,Time
15:17:52.753,2.37,52.753
15:17:52.792,2.37,52.792
15:17:52.828,2.36,52.828
15:17:52.895,2.36,52.895
15:17:52.929,2.36,52.929
15:17:52.996,2.35,52.996
15:17:53.033,2.36,53.033
15:17:53.068,2.37,53.068
15:17:53.140,2.37,53.14
15:17:53.174,2.38,53.174
15:17:53.243,2.38,53.243
15:17:53.277,2.38,53.277
15:17:53.350,2.38,53.35
15:17:53.383,2.38,53.383
15:17:53.416,2.39,53.416
15:17:53.488,2.4,53.488
15:17:53.522,2.41,53.522
15:17:53.595,2.42,53.595
15:17:53.631,2.43,53.631
15:17:53.665,2.43,53.665
15:17:53.741,2.44,53.741
15:17:53.775,2.45,53.775
15:17:53.845,2.43,53.845
15:17:53.881,2.42,53.881
15:17:53.916,2.41,53.916
15:17:53.988,2.4,53.988
15:17:54.022,2.4,54.022
15:17:54.094,2.39,54.094
15:17:54.128,2.39,54.128
15:17:54.194,2.39,54.194
15:17:54.230,2.39,54.23
15:17:54.300,2.4,54.3
15:17:54.334,2.41,54.334
15:17:54.369,2.42,54.369
15:17:54.442,2.42,54.442
15:17:54.479,2.42,54.479
15:17:54.549,2.42,54.549
15:17:54.587,2.42,54.587
15:17:54.620,2.42,54.62
15:17:54.692,2.41,54.692
15:17:54.729,2.41,54.729
15:17:54.800,2.4,54.8
15:17:54.838,2.4,54.838
15:17:54.872,2.4,54.872
15:17:54.947,2.4,54.947
15:17:54.983,2.4,54.983
15:17:55.022,2.39,55.022
15:17:55.090,2.38,55.09
15:17:55.126,2.37,55.126
15:17:55.194,2.37,55.194
15:17:55.228,2.36,55.228
15:17:55.295,2.36,55.295
15:17:55.328,2.36,55.328
15:17:55.394,2.36,55.394
15:17:55.428,2.36,55.428
15:17:55.499,2.37,55.499
15:17:55.537,2.38,55.537
15:17:55.573,2.39,55.573
15:17:55.642,2.39,55.642
15:17:55.678,2.4,55.678
15:17:55.749,2.4,55.749
15:17:55.783,2.41,55.783
15:17:55.817,2.43,55.817
15:17:55.889,2.45,55.889
15:17:55.925,2.47,55.925
15:17:55.995,2.47,55.995
15:17:56.028,2.48,56.028
15:17:56.095,2.48,56.095
15:17:56.128,2.48,56.128
15:17:56.195,2.48,56.195
15:17:56.228,2.47,56.228
15:17:56.295,2.46,56.295
15:17:56.329,2.46,56.329
15:17:56.397,2.45,56.397
15:17:56.433,2.45,56.433
15:17:56.471,2.44,56.471
15:17:56.543,2.44,56.543
15:17:56.576,2.44,56.576
15:17:56.645,2.43,56.645
15:17:56.678,2.42,56.678
15:17:56.748,2.42,56.748
15:17:56.785,2.42,56.785
15:17:56.823,2.41,56.823
15:17:56.893,2.41,56.893
15:17:56.927,2.41,56.927
15:17:56.999,2.41,56.999
15:17:57.033,2.39,57.033
15:17:57.069,2.37,57.069
15:17:57.141,2.36,57.141
15:17:57.178,2.35,57.178
15:17:57.245,2.34,57.245
15:17:57.278,2.34,57.278
15:17:57.345,2.33,57.345
15:17:57.378,2.33,57.378
15:17:57.449,2.34,57.449
15:17:57.485,2.34,57.485
15:17:57.523,2.35,57.523
15:17:57.595,2.35,57.595
15:17:57.628,2.36,57.628
15:17:57.701,2.36,57.701
15:17:57.735,2.37,57.735
15:17:57.773,2.37,57.773
15:17:57.847,2.39,57.847
15:17:57.882,2.4,57.882
15:17:57.916,2.41,57.916
15:17:57.985,2.42,57.985
15:17:58.019,2.42,58.019
15:17:58.091,2.43,58.091
15:17:58.124,2.43,58.124
15:17:58.192,2.43,58.192
15:17:58.227,2.42,58.227
15:17:58.295,2.41,58.295
15:17:58.328,2.4,58.328
15:17:58.395,2.4,58.395
15:17:58.428,2.39,58.428
15:17:58.495,2.39,58.495
15:17:58.529,2.39,58.529
15:17:58.606,2.39,58.606
15:17:58.640,2.39,58.64
15:17:58.677,2.39,58.677
15:17:58.751,2.39,58.751
15:17:58.789,2.39,58.789
15:17:58.823,2.39,58.823
15:17:58.894,2.39,58.894
15:17:58.928,2.39,58.928
15:17:58.996,2.39,58.996
15:17:59.034,2.38,59.034
15:17:59.072,2.39,59.072
15:17:59.144,2.38,59.144
15:17:59.178,2.38,59.178
15:17:59.251,2.38,59.251
15:17:59.288,2.38,59.288
15:17:59.322,2.38,59.322
15:17:59.392,2.38,59.392
15:17:59.425,2.38,59.425
15:17:59.495,2.38,59.495
15:17:59.533,2.39,59.533
15:17:59.603,2.38,59.603
15:17:59.636,2.39,59.636
15:17:59.672,2.38,59.672
15:17:59.739,2.39,59.739
15:17:59.775,2.39,59.775
15:17:59.845,2.39,59.845
15:17:59.878,2.39,59.878
15:17:59.951,2.39,59.951
15:17:59.989,2.39,59.989
15:18:00.024,2.39,60.024
15:18:00.095,2.39,60.095
15:18:00.128,2.39,60.128
15:18:00.195,2.39,60.195
15:18:00.229,2.4,60.229
15:18:00.301,2.4,60.301
,,
,,
