Timestamp,Voltage,Time
16:31:01.589,2.36,1.589
16:31:01.622,2.36,1.622
16:31:01.659,2.36,1.659
16:31:01.729,2.36,1.729
16:31:01.766,2.36,1.766
16:31:01.834,2.36,1.834
16:31:01.868,2.36,1.868
16:31:01.937,2.35,1.937
16:31:01.971,2.36,1.971
16:31:02.038,2.35,2.038
16:31:02.072,2.35,2.072
16:31:02.139,2.35,2.139
16:31:02.172,2.35,2.172
16:31:02.206,2.35,2.206
16:31:02.273,2.34,2.273
16:31:02.341,2.33,2.341
16:31:02.380,2.33,2.38
16:31:02.416,2.33,2.416
16:31:02.486,2.33,2.486
16:31:02.520,2.34,2.52
16:31:02.592,2.34,2.592
16:31:02.627,2.35,2.627
16:31:02.663,2.35,2.663
16:31:02.734,2.35,2.734
16:31:02.767,2.35,2.767
16:31:02.835,2.35,2.835
16:31:02.868,2.34,2.868
16:31:02.937,2.34,2.937
16:31:02.970,2.34,2.97
16:31:03.037,2.33,3.037
16:31:03.073,2.34,3.073
16:31:03.111,2.34,3.111
16:31:03.180,2.35,3.18
16:31:03.216,2.35,3.216
16:31:03.284,2.35,3.284
16:31:03.320,2.35,3.32
16:31:03.389,2.35,3.389
16:31:03.422,2.35,3.422
16:31:03.458,2.35,3.458
16:31:03.529,2.35,3.529
16:31:03.562,2.35,3.562
16:31:03.630,2.34,3.63
16:31:03.668,2.34,3.668
16:31:03.737,2.34,3.737
16:31:03.770,2.34,3.77
16:31:03.837,2.34,3.837
16:31:03.870,2.33,3.87
16:31:03.913,2.34,3.913
16:31:03.981,2.33,3.981
16:31:04.014,2.33,4.014
16:31:04.081,2.33,4.081
16:31:04.117,2.33,4.117
16:31:04.187,2.33,4.187
16:31:04.220,2.33,4.22
16:31:04.257,2.34,4.257
16:31:04.324,2.35,4.324
16:31:04.391,2.36,4.391
16:31:04.426,2.37,4.426
16:31:04.462,2.37,4.462
16:31:04.529,2.38,4.529
16:31:04.566,2.38,4.566
16:31:04.634,2.38,4.634
16:31:04.668,2.38,4.668
16:31:04.738,2.37,4.738
16:31:04.771,2.37,4.771
16:31:04.840,2.36,4.84
16:31:04.874,2.36,4.874
16:31:04.941,2.36,4.941
16:31:04.975,2.35,4.975
16:31:05.043,2.35,5.043
16:31:05.077,2.35,5.077
16:31:05.110,2.35,5.11
16:31:05.182,2.34,5.182
16:31:05.216,2.34,5.216
16:31:05.283,2.34,5.283
16:31:05.316,2.34,5.316
16:31:05.388,2.34,5.388
16:31:05.424,2.33,5.424
16:31:05.457,2.34,5.457
16:31:05.531,2.34,5.531
16:31:05.567,2.34,5.567
16:31:05.639,2.35,5.639
