Constant parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disc name,A2,,All distances are in inches unless otherwise specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.5,37.5,0.66,149.875,154.125,4.25,0.9718,0.005097987537,,12.5,37.5,0.78,,,0,,,,12.5,37.5,0.72,149.84375,154.125,4.28125,0.9754,,12.5,37.5,0.72,149.84375,154.21875,4.375,0.9860,0,,12.5,37.5,0.72,,,0,,,,12.5,37.5,0.66,149.96875,153.9375,3.96875,0.9391,0.008092132122,,12.5,37.5,0.75,149.9375,154.0625,4.125,0.9574,0.006540121162,,12.5,37.5,0.72,149.96875,154,4.03125,0.9465,0.007155237314,,12.5000,37.5,0.66,150.0625,153.90625,3.84375,0.9242,0.009079660804,,-2.5,-7.5,1.65,,,0,0.0000
13,39,0.63,150,153.96875,3.96875,0.9391,0.009453301137,,13,39,0.75,149.84375,154.1875,4.34375,0.9929,0,,13,39,0.69,149.875,154.0625,4.1875,0.9647,,13,39,0.69,149.875,154.09375,4.21875,0.9682,0.005150127058,,13,39,0.69,149.9375,154.0625,4.125,0.9574,0.006004715018,,13,39,0.63,150.09375,153.875,3.78125,0.9167,0.009736563506,,13,39,0.72,150,154,4,0.9428,0.008006230597,,13,39,0.69,150,153.96875,3.96875,0.9391,0.007876397298,,13.0000,39,0.63,150.125,153.875,3.75,0.9129,0.009923521449,,-2,-6,1.62,149.75,154.25,4.5,1.0000
13.5,40.5,0.6,150.25,153.71875,3.46875,0.8780,0.01495309393,,13.5,40.5,0.72,,,0,,,,13.5,40.5,0.66,150,154,4,0.9428,,13.5,40.5,0.66,149.96875,154,4.03125,0.9465,0.007309677266,,13.5,40.5,0.66,150,154,4,0.9428,0.007323293644,,13.5,40.5,0.6,150.1875,153.8125,3.625,0.8975,0.01095646466,,13.5,40.5,0.69,150.0625,153.9375,3.875,0.9280,0.009294814826,,13.5,40.5,0.66,150.0625,153.9375,3.875,0.9280,0.008880914736,,13.5000,40.5,0.6,150.1875,153.8125,3.625,0.8975,0.01079538225,,-1.5,-4.5,1.59,,,0,0.0000
14,42,0.57,150.59375,153.40625,2.8125,0.7906,0.01983482908,,14,42,0.69,149.875,154.125,4.25,0.9821,0,,14,42,0.63,150.0625,153.90625,3.84375,0.9242,,14,42,0.63,150.0625,153.90625,3.84375,0.9242,0.009533329222,,14,42,0.63,150.0625,153.9375,3.875,0.9280,0.009170158676,,14,42,0.57,150.25,153.71875,3.46875,0.8780,0.01210436841,,14,42,0.66,150.125,153.875,3.75,0.9129,0.01040845316,,14,42,0.63,150.125,153.875,3.75,0.9129,0.009749120074,,14.0000,42,0.57,150.25,153.75,3.5,0.8819,0.01134962003,,-1,-3,1.56,149.75,154.25,4.5,1.0000
14.5,43.5,0.54,150.9375,153.0625,2.125,0.6872,0.0227894122,,14.5,43.5,0.66,149.9375,154.0625,4.125,0.9676,0.00541696761,,14.5,43.5,0.6,150.21875,153.75,3.53125,0.8858,,14.5,43.5,0.6,150.1875,153.78125,3.59375,0.8937,0.01176454996,,14.5,43.5,0.6,150.1875,153.8125,3.625,0.8975,0.01111659003,,14.5,43.5,0.54,150.34375,153.625,3.28125,0.8539,0.01302467725,,14.5,43.5,0.63,150.1875,153.8125,3.625,0.8975,0.01151943415,,14.5,43.5,0.6,150.15625,153.8125,3.65625,0.9014,0.01062098087,,14.5000,43.5,0.54,150.28125,153.6875,3.40625,0.8700,0.01161240155,,-0.5,-1.5,1.53,,,0,0.0000
15,45,0.51,151.28125,152.6875,1.40625,0.5590,0.02295590944,,15,45,0.63,150.0625,153.9375,3.875,0.9378,0.008945379956,,15,45,0.57,150.34375,153.625,3.28125,0.8539,,15,45,0.57,150.3125,153.65625,3.34375,0.8620,0.0138780567,,15,45,0.57,150.28125,153.71875,3.4375,0.8740,0.01241048093,,15,45,0.51,150.4375,153.5625,3.125,0.8333,0.01345403002,,15,45,0.6,150.25,153.71875,3.46875,0.8780,0.01244870303,,15,45,0.57,150.25,153.75,3.5,0.8819,0.01149946694,,15.0000,45,0.51,150.34375,153.65625,3.3125,0.8580,0.01175929015,,0,0,1.5,149.75,154.25,4.5,1.0000
15.5,46.5,0.48,151.5625,152.40625,0.84375,0.4330,0.02037712133,,15.5,46.5,0.6,150.25,153.75,3.5,0.8912,0.01277639985,,15.5,46.5,0.54,150.4375,153.5,3.0625,0.8250,,15.5,46.5,0.54,150.46875,153.5,3.03125,0.8207,0.01556826913,,15.5,46.5,0.54,150.375,153.625,3.25,0.8498,0.01343567673,,15.5,46.5,0.48,150.5,153.5,3,0.8165,0.01347085987,,15.5,46.5,0.57,150.3125,153.65625,3.34375,0.8620,0.01288498247,,15.5,46.5,0.54,150.3125,153.6875,3.375,0.8660,0.01190105596,,15.5000,46.5,0.48,150.375,153.59375,3.21875,0.8457,0.01179250171,,0.5,1.5,1.47,,,0,0.0000
16,48,0.45,151.75,152.21875,0.46875,0.3227,0.01718706371,,16,48,0.57,150.4375,153.53125,3.09375,0.8379,0.01587038044,,16,48,0.51,150.625,153.375,2.75,0.7817,,16,48,0.51,150.59375,153.375,2.78125,0.7862,0.01635072131,,16,48,0.51,150.46875,153.53125,3.0625,0.8250,0.0140797919,,16,48,0.45,150.53125,153.4375,2.90625,0.8036,0.01334717355,,16,48,0.54,150.375,153.625,3.25,0.8498,0.0131706644,,16,48,0.51,150.34375,153.625,3.28125,0.8539,0.01189809764,,16.0000,48,0.45,150.4375,153.5625,3.125,0.8333,0.01160651882,,1,3,1.44,149.75,154.25,4.5,1.0000
16.5,49.5,0.42,151.8125,152.15625,0.34375,0.2764,0.01608481625,,16.5,49.5,0.54,150.625,153.34375,2.71875,0.7855,0.01795570111,,16.5,49.5,0.48,150.6875,153.25,2.5625,0.7546,,16.5,49.5,0.48,150.6875,153.28125,2.59375,0.7592,0.01660521856,,16.5,49.5,0.48,150.53125,153.4375,2.90625,0.8036,0.0143753511,,16.5,49.5,0.42,150.59375,153.375,2.78125,0.7862,0.01301758112,,16.5,49.5,0.51,150.4375,153.5625,3.125,0.8333,0.01333175483,,16.5,49.5,0.48,150.375,153.59375,3.21875,0.8457,0.01190986743,,16.5000,49.5,0.42,150.4375,153.5,3.0625,0.8250,0.01122327592,,1.5,4.5,1.41,,,0,0.0000
17,51,0.39,151.75,152.25,0.5,0.3333,0.01658604789,,17,51,0.51,150.8125,153.1875,2.375,0.7342,0.01932528124,,17,51,0.45,150.8125,153.1875,2.375,0.7265,,17,51,0.45,150.78125,153.1875,2.40625,0.7312,0.01661287452,,17,51,0.45,150.625,153.375,2.75,0.7817,0.0143785808,,17,51,0.39,150.625,153.34375,2.71875,0.7773,0.01240311646,,17,51,0.48,150.46875,153.5,3.03125,0.8207,0.01334858467,,17,51,0.45,150.4375,153.53125,3.09375,0.8292,0.01183173858,,17.0000,51,0.39,150.5,153.5,3,0.8165,0.01068180743,,2,6,1.38,149.75,154.25,4.5,1.0000
17.5,52.5,0.36,151.5,152.4375,0.9375,0.4564,0.01587654937,,17.5,52.5,0.48,151,153,2,0.6737,0.01982827661,,17.5,52.5,0.42,150.875,153.09375,2.21875,0.7022,,17.5,52.5,0.42,150.875,153.09375,2.21875,0.7022,0.01610903635,,17.5,52.5,0.42,150.6875,153.3125,2.625,0.7638,0.01411855009,,17.5,52.5,0.36,150.65625,153.3125,2.65625,0.7683,0.01170792876,,17.5,52.5,0.45,150.53125,153.4375,2.90625,0.8036,0.01304264644,,17.5,52.5,0.42,150.46875,153.5,3.03125,0.8207,0.01142966441,,17.5000,52.5,0.36,150.5,153.46875,2.96875,0.8122,0.01016379655,,2.5,7.5,1.35,,,0,0.0000
18,54,0.33,151.1875,152.8125,1.625,0.6009,0.01295272448,,18,54,0.45,151.125,152.875,1.75,0.6302,0.01932422329,,18,54,0.39,150.9375,153.0625,2.125,0.6872,,18,54,0.39,150.90625,153.0625,2.15625,0.6922,0.01505975765,,18,54,0.39,150.75,153.25,2.5,0.7454,0.01349326639,,18,54,0.33,150.65625,153.2575758,2.601325758,0.7603,0.01076945188,,18,54,0.42,150.5625,153.4375,2.875,0.7993,0.01243570661,,18,54,0.39,150.5,153.46875,2.96875,0.8122,0.01078034188,,18.0000,54,0.33,150.5625,153.4375,2.875,0.7993,0.009598087137,,3,9,1.32,149.75,154.25,4.5,1.0000
18.5,55.5,0.3,150.78125,153.21875,2.4375,0.7360,0.008446569011,,18.5,55.5,0.42,151.1875,152.8125,1.625,0.6073,0.01833509357,,18.5,55.5,0.36,150.9375,153.0625,2.125,0.6872,,18.5,55.5,0.36,150.90625,153.0625,2.15625,0.6922,0.01373279697,,18.5,55.5,0.36,150.75,153.21875,2.46875,0.7407,0.01249061227,,18.5,55.5,0.3,150.6875,153.3125,2.625,0.7638,0.009631513767,,18.5,55.5,0.39,150.59375,153.40625,2.8125,0.7906,0.01187493913,,18.5,55.5,0.36,150.46875,153.4375,2.96875,0.8122,0.01024430426,,18.5000,55.5,0.3,150.5625,153.40625,2.84375,0.7949,0.008822083116,,3.5,10.5,1.29,,,0,0.0000
19,57,0.27,150.3125,153.6875,3.375,0.8660,0.006855101089,,19,57,0.39,151.21875,152.75,1.53125,0.5895,0.01702801304,,19,57,0.33,150.875,153.0625,2.1875,0.6972,,19,57,0.33,150.875,153.09375,2.21875,0.7022,0.01224299867,,19,57,0.33,150.75,153.21875,2.46875,0.7407,0.01134025201,,19,57,0.27,150.65625,153.3125,2.65625,0.7683,0.008501506624,,19,57,0.36,150.625,153.375,2.75,0.7817,0.01109589907,,19,57,0.33,150.5625,153.40625,2.84375,0.7949,0.009751105077,,19.0000,57,0.27,150.59375,153.40625,2.8125,0.7906,0.008015776612,,4,12,1.26,149.75,154.25,4.5,1.0000
19.5,58.5,0.24,,,0,,,,19.5,58.5,0.36,151.1875,152.78125,1.59375,0.6014,0.01533510945,,19.5,58.5,0.3,150.84375,153.125,2.28125,0.7120,,19.5,58.5,0.3,150.8125,153.125,2.3125,0.7169,0.01051017922,,19.5,58.5,0.3,150.75,153.25,2.5,0.7454,0.01001852829,,19.5,58.5,0.24,150.625,153.3125,2.6875,0.7728,0.007298740292,,19.5,58.5,0.33,150.625,153.375,2.75,0.7817,0.01013103829,,19.5,58.5,0.3,150.59375,153.40625,2.8125,0.7906,0.008959231627,,19.5000,58.5,0.24,150.59375,153.375,2.78125,0.7862,0.007129777843,,4.5,13.5,1.23,,,0,0.0000
20,60,0.21,149.875,154.15625,4.28125,0.9754,0.001340060738,,20,60,0.33,151.09375,152.875,1.78125,0.6358,0.01320122268,,20,60,0.27,150.75,153.21875,2.46875,0.7407,,20,60,0.27,150.71875,153.25,2.53125,0.7500,0.008687061106,,20,60,0.27,150.6875,153.28125,2.59375,0.7592,0.008567814624,,20,60,0.21,150.59375,153.375,2.78125,0.7862,0.006092542472,,20,60,0.3,150.625,153.375,2.75,0.7817,0.009166177496,,20,60,0.27,150.59375,153.375,2.78125,0.7862,0.008080414888,,20.0000,60,0.21,150.59375,153.375,2.78125,0.7862,0.006179140797,,5,15,1.2,149.75,154.25,4.5,1.0000
20.5,61.5,0.18,,,0,,,,20.5,61.5,0.3,150.9375,153.0625,2.125,0.6945,0.01072919596,,20.5,61.5,0.24,150.625,153.34375,2.71875,0.7773,,20.5,61.5,0.24,150.625,153.34375,2.71875,0.7773,0.006881205978,,20.5,61.5,0.24,150.625,153.34375,2.71875,0.7773,0.007141965544,,20.5,61.5,0.18,150.5625,153.40625,2.84375,0.7949,0.004958960962,,20.5,61.5,0.27,150.625,153.375,2.75,0.7817,0.008144421733,,20.5,61.5,0.24,150.59375,153.375,2.78125,0.7862,0.007129777843,,20.5000,61.5,0.18,150.59375,153.375,2.78125,0.7862,0.005228503751,,5.5,16.5,1.17,,,0,0.0000
21,63,0.15,149.8125,154.1875,4.375,0.9860,0,,21,63,0.27,150.75,153.25,2.5,0.7532,0.00824214088,,21,63,0.21,150.5,153.46875,2.96875,0.8122,,21,63,0.21,150.5,153.5,3,0.8165,0.005178694523,,21,63,0.21,150.5625,153.40625,2.84375,0.7949,0.005768002893,,21,63,0.15,150.5,153.4375,2.9375,0.8079,0.003918502851,,21,63,0.24,150.59375,153.375,2.78125,0.7862,0.007079503628,,21,63,0.21,150.59375,153.375,2.78125,0.7862,0.006136048613,,21.0000,63,0.15,150.59375,153.375,2.78125,0.7862,0.004277866706,,6,18,1.14,149.75,154.25,4.5,1.0000
21.5,64.5,0.12,,,0,,,,21.5,64.5,0.24,150.5625,153.4375,2.875,0.8078,0.005674317618,,21.5,64.5,0.18,150.375,153.5625,3.1875,0.8416,,21.5,64.5,0.18,150.375,153.59375,3.21875,0.8457,0.003685490843,,21.5,64.5,0.18,150.5,153.5,3,0.8165,0.004505300021,,21.5,64.5,0.12,150.5,153.46875,2.96875,0.8122,0.002949718827,,21.5,64.5,0.21,150.59375,153.40625,2.8125,0.7906,0.006042268257,,21.5,64.5,0.18,150.59375,153.40625,2.8125,0.7906,0.005149501414,,21.5000,64.5,0.12,150.59375,153.375,2.78125,0.7862,0.00332722966,,6.5,19.5,1.11,,,0,0.0000
22,66,0.09,149.8125,154.1875,4.375,0.9860,0,,22,66,0.21,150.3125,153.6875,3.375,0.8752,0.003374348875,,22,66,0.15,150.25,153.71875,3.46875,0.8780,,22,66,0.15,150.25,153.75,3.5,0.8819,0.002407215843,,22,66,0.15,150.4375,153.5625,3.125,0.8333,0.003406779856,,22,66,0.09,150.4375,153.5,3.0625,0.8250,0.00201026229,,22,66,0.18,150.5625,153.40625,2.84375,0.7949,0.004996217556,,22,66,0.15,150.59375,153.40625,2.8125,0.7906,0.004184224335,,22.0000,66,0.09,150.59375,153.375,2.78125,0.7862,0.002376592614,,7,21,1.08,149.78125,154.21875,4.4375,0.9930
22.5,67.5,0.06,,,0,,,,22.5,67.5,0.18,150.125,153.875,3.75,0.9225,0.001848371952,,22.5,67.5,0.12,150.1875,153.8125,3.625,0.8975,,22.5,67.5,0.12,150.125,153.84375,3.71875,0.9091,0.001474789598,,22.5,67.5,0.12,150.375,153.625,3.25,0.8498,0.002427446749,,22.5,67.5,0.06,150.4375,153.5625,3.125,0.8333,0.001170213957,,22.5,67.5,0.15,150.53125,153.4375,2.90625,0.8036,0.00401562854,,22.5,67.5,0.12,150.5625,153.40625,2.84375,0.7949,0.00322619828,,22.5000,67.5,0.06,150.59375,153.375,2.78125,0.7862,0.001425955569,,7.5,22.5,1.05,,,0,0.0000
23,69,0.03,149.8125,154.1875,4.375,0.9860,0,,23,69,0.15,150,154,4,0.9528,0.001510814256,,23,69,0.09,150.0625,153.90625,3.84375,0.9242,,23,69,0.09,150.03125,153.9375,3.90625,0.9317,0.0008447200706,,23,69,0.09,150.3125,153.6875,3.375,0.8660,0.001573056316,,23,69,0.03,150.40625,153.5625,3.15625,0.8375,0.000384815794,,23,69,0.12,150.53125,153.4375,2.90625,0.8036,0.003123266643,,23,69,0.09,150.5625,153.40625,2.84375,0.7949,0.002304427343,,23.0000,69,0.03,150.59375,153.375,2.78125,0.7862,0.0004753185228,,8,24,1.02,149.78125,154.21875,4.4375,0.9930
23.5,70.5,0,,,0,,0,,23.5,70.5,0.12,,,0,,,,23.5,70.5,0.06,150,153.96875,3.96875,0.9391,,23.5,70.5,0.06,150,154,4,0.9428,0.0004388423035,,23.5,70.5,0.06,150.25,153.75,3.5,0.8819,0.0008662365434,,23.5,70.5,0,150.40625,153.59375,3.1875,0.8416,0,,23.5,70.5,0.09,150.53125,153.4375,2.90625,0.8036,0.002200970197,,23.5,70.5,0.06,150.5625,153.40625,2.84375,0.7949,0.001375337524,,23.5000,70.5,0,150.59375,153.375,2.78125,0.7862,0,,8.5,25.5,0.99,,,0,0.0000
24,72,-0.03,149.8125,154.1875,4.375,0.9860,0,,24,72,0.09,149.875,154.15625,4.28125,0.9857,0,,24,72,0.03,149.96875,154,4.03125,0.9465,,24,72,0.03,149.9375,154,4.0625,0.9501,0.0001339310234,,24,72,0.03,150.21875,153.78125,3.5625,0.8898,0.0002773425292,,24,72,-0.03,150.40625,153.5625,3.15625,0.8375,0.000384815794,,24,72,0.06,150.5,153.46875,2.96875,0.8122,0.001293641025,,24,72,0.03,150.5625,153.4375,2.875,0.7993,0.0004535665864,,24.0000,72,-0.03,150.5625,153.375,2.8125,0.7906,0.0004681364922,,9,27,0.96,149.78125,154.21875,4.4375,0.9930
24.5,73.5,-0.06,,,0,,,,24.5,73.5,0.06,,,0,,,,24.5,73.5,0,149.96875,154,4.03125,0.9465,,24.5,73.5,0,149.9375,154.03125,4.09375,0.9538,0,,24.5,73.5,0,150.1875,153.78125,3.59375,0.8937,0,,24.5,73.5,-0.06,150.40625,153.5625,3.15625,0.8375,0.001154447382,,24.5,73.5,0.03,150.5,153.46875,2.96875,0.8122,0.0004312136752,,24.5,73.5,0,150.5625,153.4375,2.875,0.7993,0,,24.5000,73.5,-0.06,150.5625,153.375,2.8125,0.7906,0.001404409476,,9.5,28.5,0.93,,,0,0.0000
25,75,-0.09,149.8125,154.1875,4.375,0.9860,0,,25,75,0.03,149.875,154.15625,4.28125,0.9857,0,,25,75,-0.03,150,154,4,0.9428,,25,75,-0.03,149.96875,154,4.03125,0.9465,0.000143213434,,25,75,-0.03,150.1875,153.78125,3.59375,0.8937,0.0002687173752,,25,75,-0.09,150.4375,153.53125,3.09375,0.8292,0.001971201976,,25,75,0,150.5,153.46875,2.96875,0.8122,0,,25,75,-0.03,150.5625,153.40625,2.84375,0.7949,0.0004608854686,,25.0000,75,-0.09,150.5625,153.375,2.8125,0.7906,0.002340682461,,10,30,0.9,149.78125,154.1875,4.40625,0.9895
25.5,76.5,-0.12,,,0,,,,25.5,76.5,0,,,0,,0,,25.5,76.5,-0.06,150,153.9375,3.9375,0.9354,,25.5,76.5,-0.06,150,153.96875,3.96875,0.9391,0.0004665277729,,25.5,76.5,-0.06,150.21875,153.75,3.53125,0.8858,0.0008405559508,,25.5,76.5,-0.12,150.4375,153.5,3.0625,0.8250,0.002834722557,,25.5,76.5,-0.03,150.5,153.46875,2.96875,0.8122,0.0004312136752,,25.5,76.5,-0.06,150.5625,153.40625,2.84375,0.7949,0.001382656406,,25.5000,76.5,-0.12,150.5625,153.375,2.8125,0.7906,0.003276955445,,10.5,31.5,0.87,,,0,0.0000
26,78,-0.15,149.8125,154.1875,4.375,0.9860,0,,26,78,-0.03,149.875,154.125,4.25,0.9821,0,,26,78,-0.09,150.09375,153.875,3.78125,0.9167,,26,78,-0.09,150.0625,153.875,3.8125,0.9204,0.0009444267751,,26,78,-0.09,150.28125,153.71875,3.4375,0.8740,0.001505896616,,26,78,-0.15,150.5,153.46875,2.96875,0.8122,0.003789220545,,26,78,-0.06,150.53125,153.4375,2.90625,0.8036,0.001323575573,,26,78,-0.09,150.5625,153.40625,2.84375,0.7949,0.002304427343,,26.0000,78,-0.15,150.59375,153.375,2.78125,0.7862,0.004249138583,,11,33,0.84,149.84375,154.125,4.28125,0.9754
26.5,79.5,-0.18,149.875,154.15625,4.28125,0.9754,0.0006021641346,,26.5,79.5,-0.06,,,0,,,,26.5,79.5,-0.12,150.1875,153.8125,3.625,0.8975,,26.5,79.5,-0.12,150.125,153.8125,3.6875,0.9052,0.001591343525,,26.5,79.5,-0.12,150.3125,153.65625,3.34375,0.8620,0.00227936382,,26.5,79.5,-0.18,150.53125,153.4375,2.90625,0.8036,0.004833154069,,26.5,79.5,-0.09,150.53125,153.4375,2.90625,0.8036,0.002230904745,,26.5,79.5,-0.12,150.5625,153.40625,2.84375,0.7949,0.00322619828,,26.5000,79.5,-0.18,150.5625,153.375,2.8125,0.7906,0.005185411567,,11.5,34.5,0.81,,,0,0.0000
27,81,-0.21,150.03125,153.9375,3.90625,0.9317,0.00166675125,,27,81,-0.09,149.875,154.125,4.25,0.9821,0,,27,81,-0.15,150.28125,153.6875,3.40625,0.8700,,27,81,-0.15,150.25,153.71875,3.46875,0.8780,0.002484856233,,27,81,-0.15,150.40625,153.5625,3.15625,0.8375,0.00326938475,,27,81,-0.21,150.5625,153.375,2.8125,0.7906,0.005954041139,,27,81,-0.12,150.53125,153.4375,2.90625,0.8036,0.003123266643,,27,81,-0.15,150.5625,153.40625,2.84375,0.7949,0.004147969218,,27.0000,81,-0.21,150.5625,153.375,2.8125,0.7906,0.006085774398,,12,36,0.78,150.90625,154.0625,3.15625,0.8375
27.5,82.5,-0.24,150.3125,153.6875,3.375,0.8660,0.003883986649,,27.5,82.5,-0.12,149.9375,154.0625,4.125,0.9676,0.0005040355411,,27.5,82.5,-0.18,150.375,153.5625,3.1875,0.8416,,27.5,82.5,-0.18,150.375,153.59375,3.21875,0.8457,0.003727880952,,27.5,82.5,-0.18,150.46875,153.5,3.03125,0.8207,0.004420030385,,27.5,82.5,-0.24,150.625,153.34375,2.71875,0.7773,0.007192722708,,27.5,82.5,-0.15,150.5625,153.40625,2.84375,0.7949,0.004089151139,,27.5,82.5,-0.18,150.5625,153.40625,2.84375,0.7949,0.005069740155,,27.5000,82.5,-0.24,150.5625,153.375,2.8125,0.7906,0.007022047382,,12.5,37.5,0.75,149.9375,154.03125,4.09375,0.9538
28,84,-0.27,150.8125,153.15625,2.34375,0.7217,0.00773555736,,28,84,-0.15,150,154,4,0.9528,0.0009909540612,,28,84,-0.21,150.5,153.4375,2.9375,0.8079,,28,84,-0.21,150.5,153.4375,2.9375,0.8079,0.005284363218,,28,84,-0.21,150.5625,153.4375,2.875,0.7993,0.00567091752,,28,84,-0.27,150.625,153.3125,2.6875,0.7728,0.008383716724,,28,84,-0.18,150.5625,153.40625,2.84375,0.7949,0.005069740155,,28,84,-0.21,150.59375,153.40625,2.8125,0.7906,0.006042268257,,28.0000,84,-0.27,150.5625,153.40625,2.84375,0.7949,0.007893061155,,13,39,0.72,150,153.96875,3.96875,0.9391
28.5,85.5,-0.3,151.21875,152.75,1.53125,0.5833,0.01198335849,,28.5,85.5,-0.18,150.1875,153.8125,3.625,0.9070,0.002066586992,,28.5,85.5,-0.24,150.625,153.34375,2.71875,0.7773,,28.5,85.5,-0.24,150.625,153.34375,2.71875,0.7773,0.006986874674,,28.5,85.5,-0.24,150.59375,153.375,2.78125,0.7862,0.006977514288,,28.5,85.5,-0.3,150.65625,153.3125,2.65625,0.7683,0.009501278341,,28.5,85.5,-0.21,150.59375,153.375,2.78125,0.7862,0.006092542472,,28.5,85.5,-0.24,150.5625,153.375,2.8125,0.7906,0.007022047382,,28.5000,85.5,-0.3,150.5625,153.4375,2.875,0.7993,0.008683635082,,13.5,40.5,0.69,150.0625,153.9375,3.875,0.9280
29,87,-0.33,151.5625,152.375,0.8125,0.4249,0.01447234691,,29,87,-0.21,150.40625,153.5625,3.15625,0.8464,0.004004389569,,29,87,-0.27,150.75,153.25,2.5,0.7454,,29,87,-0.27,150.71875,153.25,2.53125,0.7500,0.008687061106,,29,87,-0.27,150.6875,153.3125,2.625,0.7638,0.00839391418,,29,87,-0.33,150.6875,153.28125,2.59375,0.7592,0.01071916454,,29,87,-0.24,150.59375,153.375,2.78125,0.7862,0.007129777843,,29,87,-0.27,150.59375,153.375,2.78125,0.7862,0.008022958643,,29.0000,87,-0.33,150.53125,153.4375,2.90625,0.8036,0.009443656302,,14,42,0.66,150.09375,153.875,3.78125,0.9167
29.5,88.5,-0.36,151.78125,152.1875,0.40625,0.3005,0.01473151621,,29.5,88.5,-0.24,150.625,153.375,2.75,0.7900,0.006326216723,,29.5,88.5,-0.3,150.8125,153.125,2.3125,0.7169,,29.5,88.5,-0.3,150.8125,153.125,2.3125,0.7169,0.01051017922,,29.5,88.5,-0.3,150.71875,153.25,2.53125,0.7500,0.009892803601,,29.5,88.5,-0.36,150.6875,153.28125,2.59375,0.7592,0.01188856548,,29.5,88.5,-0.27,150.625,153.34375,2.71875,0.7773,0.008207786354,,29.5,88.5,-0.3,150.5625,153.40625,2.84375,0.7949,0.008886721392,,29.5000,88.5,-0.36,150.5,153.46875,2.96875,0.8122,0.01008255454,,14.5,43.5,0.63,150.15625,153.8125,3.65625,0.9014
30,90,-0.39,151.875,152.0625,0.1875,0.2041,0.01310279331,,30,90,-0.27,150.84375,153.125,2.28125,0.7195,0.008887754706,,30,90,-0.33,150.875,153.0625,2.1875,0.6972,,30,90,-0.33,150.875,153.0625,2.1875,0.6972,0.01230464192,,30,90,-0.33,150.75,153.21875,2.46875,0.7407,0.01127520869,,30,90,-0.39,150.6875,153.3125,2.625,0.7638,0.01283470292,,30,90,-0.3,150.625,153.375,2.75,0.7817,0.009229542116,,30,90,-0.33,150.5625,153.40625,2.84375,0.7949,0.009678594841,,30.0000,90,-0.39,150.5,153.46875,2.96875,0.8122,0.01078034188,,15,45,0.6,150.1875,153.78125,3.59375,0.8937
30.5,91.5,-0.42,151.875,152.0625,0.1875,0.2041,0.01240211787,,30.5,91.5,-0.3,151.0625,152.9375,1.875,0.6523,0.0115478073,,30.5,91.5,-0.36,150.9375,153.03125,2.09375,0.6821,,30.5,91.5,-0.36,150.9375,153.03125,2.09375,0.6821,0.01392279318,,30.5,91.5,-0.36,150.75,153.21875,2.46875,0.7407,0.01249061227,,30.5,91.5,-0.42,150.625,153.3125,2.6875,0.7728,0.01358211671,,30.5,91.5,-0.33,150.59375,153.375,2.78125,0.7862,0.0100528077,,30.5,91.5,-0.36,150.5625,153.40625,2.84375,0.7949,0.01060036578,,30.5000,91.5,-0.42,150.4375,153.5,3.0625,0.8250,0.01132181037,,15.5,46.5,0.57,150.25,153.71875,3.46875,0.8780
31,93,-0.45,151.8125,152.15625,0.34375,0.2764,0.01491287995,,31,93,-0.33,151.1875,152.8125,1.625,0.6073,0.01382997265,,31,93,-0.39,150.9375,153.03125,2.09375,0.6821,,31,93,-0.39,150.9375,153,2.0625,0.6770,0.01539460492,,31,93,-0.39,150.75,153.21875,2.46875,0.7407,0.01357675247,,31,93,-0.45,150.625,153.34375,2.71875,0.7773,0.01429220722,,31,93,-0.36,150.5625,153.375,2.8125,0.7906,0.01084614166,,31,93,-0.39,150.53125,153.4375,2.90625,0.8036,0.01133097796,,31.0000,93,-0.45,150.4375,153.5625,3.125,0.8333,0.01160651882,,16,48,0.54,150.3125,153.6875,3.375,0.8660
31.5,94.5,-0.48,151.625,152.3125,0.6875,0.3909,0.01925309916,,31.5,94.5,-0.36,151.25,152.6875,1.4375,0.5712,0.01572788016,,31.5,94.5,-0.42,150.9375,153.03125,2.09375,0.6821,,31.5,94.5,-0.42,150.9375,153,2.0625,0.6770,0.01669341104,,31.5,94.5,-0.42,150.75,153.21875,2.46875,0.7407,0.01466289266,,31.5,94.5,-0.48,150.5625,153.375,2.8125,0.7906,0.01483224749,,31.5,94.5,-0.39,150.5625,153.40625,2.84375,0.7949,0.011609149,,31.5,94.5,-0.42,150.5,153.4375,2.9375,0.8079,0.01194256716,,31.5000,94.5,-0.48,150.375,153.5625,3.1875,0.8416,0.01192047778,,16.5,49.5,0.51,150.34375,153.625,3.28125,0.8539
